"","P[Y=1]","P[Y=2]","P[Y=3]","y_hat","y_avg","y_obs","latent1","latent2"
"bhh",0.874368551800455,0.12250975586811,0.00312169233143544,1,1.12875314053098,1,0.128753140530981,0
"bhi",0.999724164990243,0.000275604370317706,2.30639439102731e-07,1,1.0002760656492,1,0.0002760656491958,0
"bhj",0.994938781804469,0.00504523940223622,1.59787932942912e-05,1,1.00507719698882,1,0.00507719698882481,0
"bhl",0.999988253718773,1.17432720134758e-05,3.00921332296866e-09,1,1.00001174929044,1,1.17492904401217e-05,0
"bhm",0.456481548179428,0.473831729996619,0.0696867218239531,2,1.61320517364452,2,-0.386794826355475,0
"bhn",0.774542520198421,0.215849651710062,0.00960782809151739,1,1.2350653078931,1,0.235065307893096,0
"bho",0.999999903011594,9.69828940489137e-08,5.5122573172639e-12,1,1.00000009699392,1,9.69939184525259e-08,0
"bhp",0.995807611259659,0.00418036720235015,1.20215379906252e-05,1,1.00420441027833,1,0.00420441027833141,0
"bhq",0.982336279985734,0.0175524779380607,0.00011124207620572,1,1.01777496209047,1,0.0177749620904721,0
"bhr",0.999998475194342,1.524606747072e-06,1.98910887760917e-10,1,1.00000152500457,1,1.52500456884752e-06,0
"bhs",0.939722734430467,0.0594321813256636,0.00084508424386931,1,1.0611223498134,1,0.0611223498134024,0
"bht",0.993121767706691,0.00685273167571654,2.55006175928774e-05,1,1.0069037329109,1,0.00690373291090229,0
"bhu",0.965708140173295,0.0339653529624074,0.000326506864297693,1,1.034618366691,1,0.0346183666910027,0
"bhv",0.972477718370915,0.0272947950684204,0.000227486560664292,1,1.02774976818975,1,0.0277497681897487,0
"bhw",0.997478972837778,0.00251540544660633,5.62171561580005e-06,1,1.00252664887784,1,0.00252664887783816,0
"bhy",0.987119077134123,0.0128134391032143,6.74837626629676e-05,1,1.01294840662854,1,0.0129484066285404,0
"bhz",0.967911161763097,0.0317962284554917,0.000292609781411546,1,1.03238144801831,1,0.0323814480183149,0
"bia",0.698726612310894,0.283765319246442,0.0175080684426632,1,1.31878145613177,2,-0.681218543868231,-1
"bib",0.99713444401722,0.00285875567177118,6.80031100896983e-06,1,1.00287235629379,1,0.00287235629378912,0
"bid",0.953226048679342,0.0462254750691222,0.000548476251535535,1,1.04732242757219,1,0.0473224275721933,0
"bie",0.918319886804215,0.0802449242769097,0.00143518891887506,1,1.08311530211466,1,0.0831153021146598,0
"bif",0.984227536026156,0.0156795566634348,9.29073104094513e-05,1,1.01586537128425,1,0.0158653712842538,0
"big",0.999843811489841,0.000156084622787489,1.03887371705191e-07,1,1.00015629239753,1,0.000156292397531121,0
"bij",0.781054195370159,0.209886581149194,0.00905922348064747,1,1.22800502811049,1,0.228005028110489,0
"bil",0.9503906676826,0.0490034226773126,0.000605909640086888,1,1.05021524195749,1,0.0502152419574862,0
"bim",0.997607110403114,0.00238768610923079,5.20348765553624e-06,1,1.00239809308454,1,0.00239809308454175,0
"bin",0.999930365925488,6.96001724025397e-05,3.39021090089986e-08,1,1.00006966797662,1,6.96679766205577e-05,0
"bio",0.9991429206025,0.000855918466233896,1.16093126589778e-06,1,1.00085824032877,1,0.000858240328765802,0
"bip",0.994922804386011,0.00506114029958293,1.60553144064046e-05,1,1.0050932509284,1,0.00509325092839585,0
"bir",0.997166027408938,0.00282728353598694,6.68905507494877e-06,1,1.00284066164614,1,0.00284066164613672,0
"bis",0.99999978125122,2.18733021251083e-07,1.5758394589227e-11,1,1.00000021876454,1,2.18764538040261e-07,0
"bit",0.995863114510049,0.00412510282135925,1.17826685912537e-05,1,1.00414866815854,1,0.00414866815854187,0
"biu",0.99069576861659,0.00926361152408739,4.0619859322133e-05,1,1.00934485124273,1,0.00934485124273166,0
"biv",0.999545903498646,0.000453629254075327,4.67247278534977e-07,1,1.00045456374863,1,0.000454563748632175,0
"biw",0.959509641789698,0.0400599396690342,0.000430418541268129,1,1.04092077675157,1,0.0409207767515705,0
"bix",0.995360743301005,0.00462525034993511,1.40063490596809e-05,1,1.00465326304805,1,0.00465326304805447,0
"biy",0.982031585691801,0.0178540951254341,0.000114319182764833,1,1.01808273349096,1,0.0180827334909639,0
"biz",0.992143054166721,0.00782566361487902,3.12822183999861e-05,1,1.00788822805168,1,0.00788822805167877,0
"bja",0.99896192341822,0.0010365450626183,1.53151916204575e-06,1,1.00103960810094,1,0.0010396081009425,0
"bjc",0.997293212944833,0.00270053951918514,6.2475359815517e-06,1,1.00271303459115,1,0.00271303459114813,0
"bje",0.925608370303126,0.0731740037279496,0.00121762596892427,1,1.0756092556658,1,0.0756092556657981,0
"bjg",0.938064580164141,0.0610498867847722,0.000885533051087073,1,1.06282095288695,1,0.0628209528869463,0
"bjh",0.999571043349456,0.000428525762244059,4.30888299707277e-07,1,1.00042938753884,1,0.000429387538843473,0
"bji",0.993039730467181,0.00693430131450845,2.59682183108012e-05,1,1.00698623775113,1,0.00698623775113005,0
"bjj",0.99990635801515,9.35909524613088e-05,5.10323886482311e-08,1,1.00009369301724,1,9.36930172388273e-05,0
"bjk",0.999954590675095,4.53904776749336e-05,1.88472299988973e-08,1,1.00004542817213,1,4.54281721349314e-05,0
"bjl",0.99753220410812,0.0024623492690633,5.44662281709574e-06,1,1.0024732425147,1,0.00247324251469738,0
"bjm",0.897885401462516,0.099976433527721,0.00213816500976283,1,1.10425276354725,1,0.104252763547247,0
"bjr",0.994544180629445,0.00543791222896994,1.79071415850052e-05,1,1.00547372651214,1,0.00547372651214006,0
"bjs",0.989109534867423,0.010838578702778,5.18864297985866e-05,1,1.01094235156238,1,0.0109423515623752,0
"bjt",0.999126505601247,0.000872301245881335,1.19315287172572e-06,1,1.00087468755163,1,0.000874687551625009,0
"bju",0.0396731055137593,0.393987507741516,0.566339386744725,3,2.52666628123097,2,0.526666281230966,1
"bjv",0.986217948167872,0.0137069900972232,7.506173490468e-05,1,1.01385711356703,1,0.0138571135670325,0
"bjw",0.989293383128653,0.0106560900691739,5.05268021731009e-05,1,1.01075714367352,1,0.0107571436735201,0
"bjx",0.968450557317213,0.0312648876794908,0.00028455500329605,1,1.03183399768608,1,0.0318339976860829,0
"bjz",0.99998555856681,1.44374585506757e-05,3.97463961743227e-09,1,1.00001444540783,1,1.44454078299106e-05,0
"bka",0.859726407959224,0.136441551928439,0.00383204011233729,1,1.14410563215311,1,0.144105632153114,0
"bkc",0.99598165714519,0.00400706459604361,1.12782587662341e-05,1,1.00402962111358,1,0.00402962111357597,0
"bkd",0.999105521078707,0.000893244164446694,1.23475684665753e-06,1,1.00089571367814,1,0.000895713678140009,0
"bkf",0.413870839994363,0.500759370222262,0.0853697897833755,2,1.67149894978901,2,-0.328501050210987,0
"bkh",0.996010489984962,0.00397835324883899,1.11567661993384e-05,1,1.00400066678124,1,0.00400066678123778,0
"bki",0.997617402007041,0.00237742761099657,5.17038196246045e-06,1,1.00238776837492,1,0.00238776837492161,0
"bkj",0.975983830639067,0.0238339026983412,0.000182266662592134,1,1.02419843602353,1,0.0241984360235254,0
"bkk",0.972746590188923,0.0270295392471912,0.000223870563885953,1,1.02747728037496,1,0.027477280374963,0
"bkl",0.974163285432259,0.0256314915742785,0.000205222993462484,1,1.0260419375612,1,0.0260419375612035,0
"bkm",0.997310702955837,0.00268310940207339,6.18764208915046e-06,1,1.00269548468625,1,0.00269548468625169,0
"bkn",0.837213696351457,0.157708725368714,0.00507757827982902,1,1.16786388192837,1,0.167863881928372,0
"bko",0.869048150255846,0.127580918796754,0.0033709309474006,1,1.13432278069155,1,0.134322780691555,0
"bkp",0.987706313289691,0.0122309696070706,6.27171032383522e-05,1,1.01235640381355,1,0.0123564038135473,0
"bkq",0.71756843530374,0.267163410031463,0.0152681546647969,1,1.29769971936106,1,0.297699719361057,0
"bkr",0.989967550497982,0.00998678849754109,4.56610044773376e-05,1,1.0100781105065,1,0.0100781105064955,0
"bks",0.988027292000038,0.011912538378659,6.01696213031744e-05,1,1.01203287762127,1,0.0120328776212655,0
"bkt",0.964554264361215,0.0351008365104376,0.000344899128347453,1,1.03579063476713,1,0.0357906347671326,0
"bku",0.982688624530295,0.017203649347445,0.000107726122260399,1,1.01741910159197,1,0.0174191015919658,0
"bkv",0.999172627457005,0.000826269195392748,1.10334760206054e-06,1,1.0008284758906,1,0.00082847589059698,0
"bkw",0.984164553160482,0.0157419503485182,9.34964909998781e-05,1,1.01592894333052,1,0.0159289433305179,0
"bkx",0.94550964989618,0.0537795313820846,0.000710818721735063,1,1.05520116882555,1,0.0552011688255547,0
"bky",0.999644554004273,0.000355115987356602,3.30008370186263e-07,1,1.0003557760041,1,0.000355776004097086,0
"bkz",0.98939667062499,0.0105535603044138,4.97690705959508e-05,1,1.01065309844561,1,0.0106530984456059,0
"bla",0.68817935083946,0.292971788352739,0.0188488608078012,1,1.33066950996834,1,0.330669509968342,0
"blb",0.999999687401125,3.12573835148378e-07,2.50401921420007e-11,1,1.00000031262392,1,3.12623915421639e-07,0
"blc",0.577940083378411,0.384852683557529,0.0372072330640596,1,1.45926714968565,2,-0.540732850314351,-1
"bld",0.974554539914353,0.0252452665517536,0.000200193533893223,1,1.02564565361954,1,0.0256456536195402,0
"ble",0.998651387108822,0.001346372328067,2.2405631111555e-06,1,1.00135085345429,1,0.00135085345428942,0
"blf",0.987429630124185,0.0125054239130226,6.49459627920512e-05,1,1.01263531583861,1,0.0126353158386068,0
"blh",0.995600065716538,0.00438700444778595,1.29298356763563e-05,1,1.00441286411914,1,0.00441286411913877,0
"bli",0.998082880295111,0.00191336856518176,3.75113970763064e-06,1,1.0019208708446,1,0.00192087084459702,0
"blj",0.985194026047648,0.0147219203560277,8.40535963246847e-05,1,1.01489002754868,1,0.0148900275486772,0
"blk",0.999867581931025,0.00013233553152403,8.25374508739429e-08,1,1.00013250060643,1,0.000132500606425667,0
"blm",0.991486734845542,0.0084778626610007,3.54024934569042e-05,1,1.00854866764791,1,0.00854866764791451,0
"bln",0.995112604980347,0.00487224011955945,1.5154900093739e-05,1,1.00490254991975,1,0.00490254991974681,0
"blo",0.999803155178586,0.000196701259284837,1.43562129073516e-07,1,1.00019698838354,1,0.000196988383543095,0
"blp",0.999929375680035,7.05897518740173e-05,3.45680907232193e-08,1,1.00007065888806,1,7.06588880556858e-05,0
"blr",0.997826256745244,0.00216922882098614,4.5144337694758e-06,1,1.00217825768852,1,0.00217825768852498,0
"bls",0.866163561224428,0.13032616163583,0.00351027713974195,1,1.13734671591531,1,0.137346715915314,0
"blt",0.999983487142167,1.65080949050544e-05,4.76292771889320e-09,1,1.00001651762076,1,1.65176207604922e-05,0
"blv",0.98496955798826,0.0149443636345717,8.60783771680085e-05,1,1.01511652038891,1,0.0151165203889079,0
"blw",0.995075789478122,0.00490888244228915,1.53280795883726e-05,1,1.00493953860147,1,0.0049395386014659,0
"blx",0.958298217614733,0.0412495954066913,0.000452186978575853,1,1.04215396936384,1,0.0421539693638429,0
"bly",0.967305862945467,0.0323923735302702,0.000301763524262255,1,1.03299590057879,1,0.0329959005787948,0
"blz",0.981730184004435,0.0181524196475183,0.000117396348046195,1,1.01838721234361,1,0.0183872123436108,0
"bma",0.95010377582539,0.0492843595103944,0.000611864664215589,1,1.05050808883883,1,0.0505080888388258,0
"bmb",0.994809147209995,0.0051742493180188,1.66034719866204e-05,1,1.00520745626199,1,0.00520745626199215,0
"bmd",0.545895770978535,0.409794803756382,0.044309425265083,1,1.49841365428655,1,0.498413654286548,0
"bmg",0.991388872033186,0.00857509474256546,3.60332242481665e-05,1,1.00864716119106,1,0.0086471611910619,0
"bmh",0.999881395599967,0.000118533583972735,7.08160605711328e-08,1,1.00011867521609,1,0.000118675216093767,0
"bmi",0.979644139904869,0.0202162669680318,0.000139593127099213,1,1.02049545322223,1,0.0204954532222303,0
"bmj",0.987951722934375,0.0119875113893013,6.07656763231823e-05,1,1.01210904274195,1,0.0121090427419477,0
"bmk",0.999983990254945,1.60051770793368e-05,4.56797577541579e-09,1,1.00001601431303,1,1.60143130307766e-05,0
"bml",0.948995790038345,0.050369098994111,0.000635110967544095,1,1.0516393209292,1,0.0516393209291994,0
"bmm",0.999700024924341,0.000299715460535532,2.59615123399115e-07,1,1.00030023469078,1,0.000300234690782331,0
"bmo",0.976655940758058,0.0231699789851627,0.000174080256779341,1,1.02351813949872,1,0.0235181394987214,0
"bmp",0.933372222133636,0.0656230015604949,0.00100477630586904,1,1.06763255417223,1,0.0676325541722331,0
"bmq",0.996422452032522,0.00356807517938107,9.47278809659835e-06,1,1.00358702075557,1,0.00358702075557416,0
"bmr",0.640556761244923,0.333698492360738,0.025744746394339,1,1.38518798514942,1,0.385187985149416,0
"bms",0.850563339499484,0.14512050547043,0.00431615503008542,1,1.1537528155306,1,0.153752815530601,0
"bmt",0.917797023734415,0.080751515380304,0.0014514608852807,1,1.08365443715087,1,0.0836544371508654,0
"bmu",0.999999516109076,4.83846707255431e-07,4.42164083125363e-11,1,1.00000048393514,1,4.83935140183078e-07,0
"bmv",0.97980919097801,0.0200530289522247,0.000137780069764948,1,1.02032858909175,1,0.0203285890917546,0
"bmw",0.985397842167248,0.014519926121517,8.22317112353366e-05,1,1.01468438954399,1,0.0146843895439877,0
"bmx",0.999513184256006,0.000486299825531278,5.15918463173115e-07,1,1.00048733166246,1,0.000487331662457624,0
"bmz",0.998582114549067,0.00141547496606387,2.41048486937512e-06,1,1.0014202959358,1,0.00142029593580251,0
"bnb",0.977512155514551,0.0223239658592778,0.000163878626171066,1,1.02265172311162,1,0.0226517231116199,0
"bnd",0.888658774373896,0.108839848501417,0.00250137712468712,1,1.11384260275079,1,0.113842602750791,0
"bne",0.966403842540357,0.0332805281755462,0.000315629284097119,1,1.03391178674374,1,0.0339117867437404,0
"bnf",0.858116585340149,0.137968555812768,0.00391485884708265,1,1.14579827350693,1,0.145798273506934,0
"bng",0.951455012842794,0.04796093945975,0.000584047697456458,1,1.04912903485466,1,0.0491290348546629,0
"bni",0.990257367257917,0.00969900497598686,4.36277660961215e-05,1,1.00978626050818,1,0.0097862605081791,0
"bnj",0.967852947835489,0.0318535673066636,0.000293484857847748,1,1.03244053702236,1,0.0324405370223591,0
"bnk",0.999746039777272,0.000253754920263694,2.05302464251211e-07,1,1.00025416552519,1,0.000254165525192196,0
"bnl",0.115699387185378,0.536278798444314,0.348021814370309,2,2.23232242718493,2,0.232322427184931,0
"bnm",0.98249688534017,0.0173934808691402,0.000109633790690067,1,1.01761274845052,1,0.0176127484505202,0
"bnn",0.985312994126813,0.0146040176406251,8.29882325621423e-05,1,1.01476999410575,1,0.0147699941057493,0
"bno",0.996115982536119,0.00387330119895468,1.07162649266579e-05,1,1.00389473372881,1,0.00389473372880822,0
"bnp",0.999999772270524,2.2771287389034e-07,1.66017199987323e-11,1,1.00000022774608,1,2.27746077108293e-07,0
"bnq",0.96526367085304,0.0344027894330236,0.000333539713936792,1,1.0350698688609,2,-0.964930131139103,-1
"bnr",0.999477722128913,0.000521707530410254,5.70340677019665e-07,1,1.00052284821176,1,0.000522848211764515,0
"bns",0.999774344739503,0.000225481381920578,1.73878576648079e-07,1,1.00022582913907,1,0.000225829139073985,0
"bnu",0.928010093430905,0.070840201444882,0.00114970512421275,1,1.07313961169331,1,0.0731396116933074,0
"bnv",0.841324345020222,0.153839731369993,0.00483592360978535,1,1.16351157858956,1,0.163511578589564,0
"bnw",0.997230406321346,0.00276312942065315,6.46425800088224e-06,1,1.00277605793665,1,0.00277605793665492,0
"bnx",0.994982303139671,0.00500192583177594,1.57710285534352e-05,1,1.00503346788888,1,0.00503346788888281,0
"bny",0.972476236017792,0.0272962574179051,0.000227506564302815,1,1.02775127054651,1,0.0277512705465108,0
"bnz",0.71708118626747,0.267595170630209,0.0153236431023215,1,1.29824245683485,1,0.298242456834852,0
"boa",0.777162518064993,0.213452677982433,0.00938480395257446,1,1.23222228588758,1,0.232222285887581,0
"bob",0.917444114755869,0.0810933910714354,0.00146249417269584,1,1.08401837941683,1,0.0840183794168272,0
"bod",0.999335994968015,0.000663200887163873,8.04144821398012e-07,1,1.00066480917681,1,0.000664809176806669,0
"boe",0.937135958318811,0.0619554709668841,0.000908570714305168,1,1.06377261239549,1,0.0637726123954945,0
"bof",0.984378143643975,0.015530351886519,9.15044695064537e-05,1,1.01571336082553,1,0.015713360825532,0
"boh",0.981198713813457,0.0186783834160773,0.000122902770465783,1,1.01892418895701,1,0.0189241889570089,0
"boi",0.00022627015128101,0.027205766712255,0.972567963136464,3,2.97234169298518,3,-0.0276583070148173,0
"boj",0.999972004125131,2.79861331291542e-05,9.7417403033262e-09,1,1.00002800561661,1,2.80056166097609e-05,0
"bok",0.904587188439601,0.0935204628698393,0.00189234869055976,1,1.09730516025096,1,0.0973051602509587,0
"bol",0.984824404594977,0.0150881975157029,8.73978893204397e-05,1,1.01526299329434,1,0.015262993294344,0
"bom",0.99967603773631,0.000323672843658862,2.89420031607257e-07,1,1.00032425168372,1,0.000324251683722299,0
"bon",0.999977215174827,2.27774606222919e-05,7.36455074701325e-09,1,1.00002279218972,1,2.27921897237859e-05,0
"boo",0.865791356088826,0.130680169367344,0.00352847454382965,1,1.137737118455,1,0.137737118455004,0
"bop",0.984363798531049,0.0155445637484005,9.16377205500973e-05,1,1.0157278391895,1,0.0157278391895006,0
"boq",0.993566849872483,0.00641013097177179,2.30191557456516e-05,1,1.00645616928326,1,0.00645616928326298,0
"bor",0.593660957619831,0.37229343291951,0.0340456094606592,1,1.44038465184083,1,0.440384651840828,0
"bot",0.994135996049668,0.00584401907147303,1.99848788594581e-05,1,1.00588398882919,1,0.00588398882919217,0
"bou",0.971492798552327,0.0282662603466575,0.00024094110101569,1,1.02874814254869,1,0.0287481425486891,0
"bov",0.998235013270965,0.00176166494866981,3.32178036477337e-06,1,1.0017683085094,1,0.00176830850939935,0
"bow",0.103106034155071,0.523690259398214,0.373203706446715,2,2.27009767229164,2,0.270097672291644,0
"box",0.998042807122285,0.00195332573138063,3.86714633460183e-06,1,1.00196106002405,1,0.00196106002404983,0
"boy",0.554522543216029,0.403171002687587,0.0423064540963836,1,1.48778391088035,2,-0.512216089119645,-1
"boz",0.99130163983159,0.00866176118368767,3.65989847223025e-05,1,1.00873495915313,1,0.00873495915313205,0
"bpa",0.999825938868669,0.000173940272345741,1.20858985486194e-07,1,1.00017418199032,1,0.000174181990316713,0
"bpg",0.865448230007415,0.131006475637196,0.00354529435538953,1,1.13809706434797,2,-0.861902935652025,-1
"bph",0.926565360801213,0.072244300349815,0.00119033884897202,1,1.07462497804776,1,0.074624978047759,0
"bpi",0.933392800387637,0.0656029616786361,0.00100423793372673,1,1.06761143754609,1,0.0676114375460897,0
"bpj",0.998347278544346,0.00164970504330608,3.01641234834449e-06,1,1.001655737868,1,0.00165573786800266,0
"bpk",0.632453520824217,0.340481099583083,0.0270653795927003,1,1.39461185876848,1,0.394611858768483,0
"bpm",0.996122116685516,0.00386719246902723,1.06908454565735e-05,1,1.00388857415994,1,0.00388857415994037,0
"bpn",0.975163652958634,0.024643879159886,0.000192467881479974,1,1.02502881492285,1,0.0250288149228459,0
"bpp",0.928956182285529,0.069920356677707,0.0011234610367642,1,1.07216727875124,2,-0.927832721248765,-1
"bpr",0.999008411362755,0.000990155453144292,1.4331841002857e-06,1,1.00099302182134,1,0.000993021821344975,0
"bps",0.997229282046679,0.00276424979254397,6.46816077709556e-06,1,1.0027771861141,1,0.00277718611409794,0
"bpu",0.999828144030637,0.00017173724519981,1.18724163500339e-07,1,1.00017197469353,1,0.0001719746935267,0
"bpv",0.948856930063868,0.0505050178376227,0.000638052098509645,1,1.05178112203464,1,0.051781122034642,0
"bpw",0.952555663744757,0.0468825137647489,0.000561822490494412,1,1.04800615874574,1,0.0480061587457377,0
"bpx",0.929649824204011,0.0692457726813293,0.00110440311465931,1,1.07145457891065,1,0.071454578910648,0
"bpy",0.99858618136083,0.00141141824354107,2.40039562926508e-06,1,1.0014162190348,1,0.00141621903479949,0
"bpz",0.923566320126593,0.0751568370180681,0.0012768428553388,1,1.07771052272875,1,0.0777105227287458,0
"bqa",0.979688313764212,0.0201725793012557,0.000139106934532562,1,1.02045079317032,2,-0.979549206829679,-1
"bqb",0.849814661846142,0.145828256172316,0.00435708198154205,1,1.1545424201354,1,0.1545424201354,0
"bqc",0.998850355564747,0.00114786840637304,1.77602887951878e-06,1,1.00115142046413,1,0.00115142046413208,0
"bqd",0.0855422107217912,0.501016872651954,0.413440916626255,2,2.32789870590446,2,0.327898705904464,0
"bqg",0.997105834071091,0.00288726428612274,6.90164278660532e-06,1,1.0029010675717,1,0.00290106757169584,0
"bqh",0.921334089671171,0.0773227888578426,0.00134312147098614,1,1.08000903179981,1,0.0800090317998148,0
"bqi",0.999794348858519,0.000205498498105583,1.5264337493992e-07,1,1.00020580378486,1,0.000205803784855352,0
"bqj",0.996999054515432,0.00299366106156296,7.28442300490517e-06,1,1.00300822990757,1,0.00300822990757288,0
"bqk",0.997369098477444,0.00262491240038676,5.98912216887015e-06,1,1.00263689064472,1,0.0026368906447245,0
"bql",0.869282302595995,0.12735794714273,0.00335975026127522,1,1.13407744766528,2,-0.86592255233472,-1
"bqm",0.906008102864796,0.0921497395847599,0.00184215755044448,1,1.09583405468565,1,0.0958340546856489,0
"bqo",0.908027868455472,0.09020016470937,0.00177196683515835,1,1.09374409837969,1,0.0937440983796867,0
"bqp",0.996527399635063,0.00346354079072431,9.05957421226677e-06,1,1.00348165993915,1,0.00348165993914895,0
"bqq",0.843605800500104,0.151689618352685,0.00470458114721106,1,1.16109878064711,1,0.161098780647107,0
"bqr",0.930298667859002,0.0686146157465709,0.00108671639442759,1,1.07078804853543,1,0.0707880485354262,0
"bqs",0.999421743491805,0.00057759685679093,6.59651404055772e-07,1,1.0005789161596,1,0.000578916159598819,0
"bqt",0.973553305374376,0.0262335263072005,0.000213168318422996,1,1.02665986294405,1,0.0266598629440467,0
"bqv",0.998198850207879,0.00179772755261987,3.42223950067222e-06,1,1.00180457203162,1,0.0018045720316211,0
"bqw",0.730355460988516,0.25578779746088,0.0138567415506045,1,1.28350128056209,1,0.283501280562089,0
"bqx",0.982187134037898,0.0177001218993117,0.000112744062789827,1,1.01792561002489,1,0.0179256100248915,0
"bqz",0.98146947302707,0.0184104422572334,0.0001200847156968,1,1.01865061168863,1,0.0186506116886271,0
"bra",0.992894436716815,0.00707875918539991,2.68040977849937e-05,1,1.00713236738097,1,0.00713236738097001,0
"brb",0.987530390281337,0.0124054789615645,6.41307570985461e-05,1,1.01253374047576,1,0.0125337404757615,0
"brc",0.108720288945706,0.529635634779879,0.361644076274415,2,2.25292378732871,3,-0.74707621267129,-1
"brd",0.979358743761994,0.020498505225514,0.000142751012491837,1,1.0207840072505,2,-0.979215992749502,-1
"bre",0.996292623242522,0.00369738384049667,9.9929169812274e-06,1,1.00371736967446,1,0.00371736967445924,0
"brf",0.997365167683309,0.0026288299019569,6.00241473447394e-06,1,1.00264083473143,1,0.00264083473142573,0
"brg",0.327236892381752,0.545593767607233,0.127169340011015,2,1.79993244762926,2,-0.200067552370737,0
"brh",0.999824364819981,0.000175512790303367,1.2238971580647e-07,1,1.00017575756973,1,0.00017575756973498,0
"bri",0.982856231842656,0.0170376985410331,0.000106069616310656,1,1.01724983777365,1,0.0172498377736545,0
"brj",0.806027540703784,0.186845114375047,0.00712734492116962,1,1.20109980421739,1,0.201099804217386,0
"brl",0.990468998599441,0.00948883588692384,4.21655136347843e-05,1,1.00957316691419,1,0.00957316691419319,0
"brm",0.979868683953771,0.019994187117361,0.000137128928868413,1,1.0202684449751,1,0.0202684449750978,0
"brn",0.567633849429692,0.392973966066059,0.0393921845042499,1,1.47175833507456,2,-0.528241664925442,-1
"bro",0.726542653550563,0.259188696883189,0.0142686495662471,1,1.28772599601568,1,0.287725996015684,0
"brp",0.93642949967606,0.062644218261243,0.000926282062697403,1,1.06449678238664,1,0.0644967823866378,0
"brq",0.999527292198527,0.000472213053579362,4.94747893764469e-07,1,1.00047320254937,1,0.000473202549367002,0
"brr",0.999996531383158,3.46802720052608e-06,5.8964166882447e-10,1,1.00000346920648,1,3.46920648386373e-06,0
"brs",0.598497472455405,0.368389460935807,0.0331130666087873,1,1.43461559415338,2,-0.565384405846618,-1
"brt",0.980923493214641,0.0189507123792311,0.000125794406128255,1,1.01920230119149,1,0.0192023011914877,0
"bru",0.997903729799572,0.00209199124898352,4.27895144450297e-06,1,1.00210054915187,1,0.00210054915187263,0
"brv",0.992059308554081,0.00790889420157459,3.17972443441006e-05,1,1.00797248869026,1,0.00797248869026257,0
"brw",0.820760598103362,0.173128898791061,0.00611050310557737,1,1.18534990500222,1,0.185349905002216,0
"brx",0.999938218843374,6.17524021843119e-05,2.87544421606611e-08,1,1.00006180991107,1,6.18099110687442e-05,0
"bry",0.993421412265903,0.00655476808232525,2.38196517722278e-05,1,1.00660240738587,1,0.00660240738586948,0
"brz",0.999894632598722,0.000105307309948843,6.0091329356915e-08,1,1.00010542749261,1,0.000105427492607557,0
"bsa",0.909605280014339,0.0886766316962913,0.00171808828936926,1,1.09211280827503,1,0.0921128082750298,0
"bsb",0.998550598959012,0.00144691189456103,2.489146426643e-06,1,1.00145189018741,1,0.00145189018741432,0
"bsc",0.991695328824435,0.00827059898420235,3.40721913630881e-05,1,1.00833874336693,1,0.00833874336692864,0
"bse",0.970207617103889,0.0295333948001344,0.000258988095976243,1,1.03005137099209,1,0.0300513709920869,0
"bsf",0.985948345969481,0.0139742637791032,7.73902514156211e-05,1,1.01412904428193,1,0.0141290442819342,0
"bsg",0.972538065876686,0.0272352612919962,0.000226672831318053,1,1.02768860695463,1,0.0276886069546323,0
"bsh",0.995894984086354,0.00409336962644902,1.16462871974088e-05,1,1.00411666220084,1,0.00411666220084372,0
"bsi",0.946177065335574,0.053126911354721,0.000696023309704752,1,1.05451895797413,1,0.0545189579741305,0
"bsj",0.851236982145942,0.144483509633734,0.00427950822032408,1,1.15304252607438,1,0.153042526074382,0
"bsk",0.994464619753595,0.00551707468419294,1.8305562212273e-05,1,1.00555368580862,1,0.00555368580861737,0
"bsl",0.0233390485548558,0.320584194211047,0.656076757234097,3,2.63273770867924,3,-0.367262291320759,0
"bsm",0.875265251811785,0.121654076142221,0.00308067204599349,1,1.12781542023421,1,0.127815420234208,0
"bsn",0.947208458541809,0.0521181017288476,0.000673439729343084,1,1.05346498118753,1,0.0534649811875338,0
"bsp",0.957012911906127,0.0425112860118891,0.000475802081983612,1,1.04346289017586,1,0.0434628901758565,0
"bsq",0.999878924401769,0.000121002724056796,7.28741740285699e-08,1,1.0001211484724,1,0.000121148472404853,0
"bsr",0.0729786816733996,0.480110473247698,0.446910845078902,2,2.3739321634055,2,0.373932163405503,0
"bss",0.992708319839297,0.00726379098722951,2.78891734732944e-05,1,1.00731956933418,1,0.0073195693341761,0
"bst",0.99810318944319,0.00189311775063916,3.69280617118495e-06,1,1.00190050336298,1,0.00190050336298153,0
"bsu",0.654394361088049,0.322013476555303,0.0235921623566476,1,1.3691978012686,1,0.369197801268598,0
"bsw",0.85595156588941,0.140020699013116,0.00402773509747467,1,1.14807616920806,1,0.148076169208065,0
"bsx",0.627570764624481,0.344546015727584,0.0278832196479349,1,1.40031245502345,2,-0.599687544976546,-1
"bsy",0.994839475635718,0.00514406781646215,1.64565478197876e-05,1,1.0051769809121,1,0.00517698091210161,0
"bta",0.991127992975544,0.00883427191638997,3.77351080658173e-05,1,1.00890974213252,1,0.00890974213252171,0
"btc",0.862523431517414,0.13378618028747,0.00369038819511547,1,1.1411669566777,1,0.141166956677701,0
"btd",0.996413253509404,0.00357723717527769,9.50931531873422e-06,1,1.00359625580592,1,0.00359625580591505,0
"bte",0.309121279025078,0.552821064929488,0.138057656045433,2,1.82893637702036,3,-1.17106362297964,-1
