index	longitudes	latitudes	land_coverage	LANG_ISO	ID_ISO_A2	weighted_endemism	language_diversity	vegetation_productivity	mgs	new.mgs
1562	1562	12323067.6308154	4816162.90054804	1	rus khk bxm	rus-ru khk-mn bxm-mn	0.112851782363977	3	172.273065914757	4	117
1563	1563	12523442.7142433	4816162.90054804	1	rus khk bxm	rus-ru khk-mn bxm-mn	0.112851782363977	3	169.201760518416	4	118
1564	1564	12723817.7976712	4816162.90054804	1	khk bxr bxm mvf	khk-mn bxr-ru bxm-mn mvf-mn	0.212986735130509	4	163.780688024839	4	102
1565	1565	12924192.8810991	4816162.90054804	1	rus khk bxr bxm bxu dta	rus-ru khk-mn bxr-ru bxm-mn bxu-cn dta-cn	0.433340504168489	5	159.32527498101	4	84
1566	1566	13124567.964527	4816162.90054804	1	rus bxu	rus-ru bxu-cn	0.147985347985348	4	160.696599905282	4	103
1567	1567	13324943.0479549	4816162.90054804	1	cmn bxu dta evn	cmn-cn bxu-cn dta-cn evn-cn	0.443373367045933	4	166.626081516849	5	128
1568	1568	13525318.1313827	4816162.90054804	1	cmn dta evn	cmn-cn dta-cn evn-cn	0.300516224188791	3	171.566711228274	5	146
1569	1569	13725693.2148106	4816162.90054804	1	cmn orh dta kjh	cmn-cn orh-cn dta-cn kjh-cn	0.776706700379267	6	173.229215784797	5	148
1570	1570	13926068.2982385	4816162.90054804	1	cmn orh dta evn kjh	cmn-cn orh-cn dta-cn evn-cn kjh-cn	0.943373367045933	4	170.844559075204	5	154
1571	1571	14126443.3816664	4816162.90054804	1	cmn mnc orh	cmn-cn mnc-cn orh-cn	0.218373367045933	4	172.209774209028	5	164
1572	1572	14326818.4650943	4816162.90054804	1	rus orh	rus-ru orh-cn	0.147985347985348	3	174.036620505231	5	170
1573	1573	14527193.5485222	4816162.90054804	1	rus orh	rus-ru orh-cn	0.147985347985348	2	176.959032690674	5	169
1574	1574	14727568.6319501	4816162.90054804	1	rus gld	rus-ru gld-cn	0.255128205128205	1	176.574670919501	5	163
1575	1575	14927943.715378	4816162.90054804	1	gld	gld-cn	0.25	1	175.1859703344	5	173
1576	1576	15128318.7988059	4816162.90054804	1	rus gld ude	rus-ru gld-ru ude-ru	0.588461538461538	3	176.768091686724	5	175
1577	1577	15328693.8822338	4816162.90054804	1	rus gld oac ude	rus-ru gld-ru oac-ru ude-ru	0.921794871794872	4	179.235501176151	4	148
1578	1578	15529068.9656617	4816162.90054804	0.9	rus oac	rus-ru oac-ru	0.338461538461538	2	175.986512416669	4	137
1579	1579	15729444.0490896	4816162.90054804	0.11	oac	oac-ru	0.333333333333333	1	165.943852744553	NA	154
1580	1580	15929819.1325175	4816162.90054804	0.68	rus oaa	rus-ru oaa-ru	0.505128205128205	2	157.790780011693	4	143
1581	1581	16130194.2159453	4816162.90054804	0.06	NA	NA	0	0	142.894897934119	NA	149.5
1582	1582	16330569.2993732	4816162.90054804	0	NA	NA	0	0	144.120712136971	NA	NA
1583	1583	16530944.3828011	4816162.90054804	0	NA	NA	0	0	NA	NA	NA
1584	1584	16731319.466229	4816162.90054804	0	NA	NA	0	0	NA	NA	NA
1585	1585	16931694.5496569	4816162.90054804	0	NA	NA	0	0	18.41036415	NA	NA
1586	1586	17132069.6330848	4816162.90054804	0	NA	NA	0	0	47.7836841828807	NA	124
1587	1587	17332444.7165127	4816162.90054804	0	NA	NA	0	0	101.273230943883	NA	131
1588	1588	17532819.7999406	4816162.90054804	0	NA	NA	0	0	141.763069125	NA	NA
1589	1589	17733194.8833685	4816162.90054804	0	NA	NA	0	0	NA	NA	NA
1590	1590	17933569.9667964	4816162.90054804	0	NA	NA	0	0	NA	NA	NA
1591	1591	18133945.0502243	4816162.90054804	0	NA	NA	0	0	NA	NA	NA
1592	1592	18334320.1336522	4816162.90054804	0	NA	NA	0	0	NA	NA	NA
1593	1593	18534695.2170801	4816162.90054804	0	NA	NA	0	0	NA	NA	NA
1594	1594	18735070.300508	4816162.90054804	0	NA	NA	0	0	NA	NA	NA
1595	1595	18935445.3839358	4816162.90054804	0	NA	NA	0	0	NA	NA	NA
1596	1596	19135820.4673637	4816162.90054804	0	NA	NA	0	0	NA	NA	NA
1597	1597	19336195.5507916	4816162.90054804	0	NA	NA	0	0	NA	NA	NA
1598	1598	19536570.6342195	4816162.90054804	0	NA	NA	0	0	NA	NA	NA
1599	1599	19736945.7176474	4816162.90054804	0	NA	NA	0	0	86.5531572345	NA	NA
1600	1600	19937320.8010753	4816162.90054804	0	NA	NA	0	0	51.6447141615	NA	NA
1601	1601	-19937320.8010753	4615060.16244669	0	NA	NA	0	0	NA	NA	NA
1602	1602	-19736945.7176474	4615060.16244669	0	NA	NA	0	0	NA	NA	NA
1603	1603	-19536570.6342195	4615060.16244669	0	NA	NA	0	0	NA	NA	NA
1604	1604	-19336195.5507916	4615060.16244669	0	NA	NA	0	0	NA	NA	NA
1605	1605	-19135820.4673637	4615060.16244669	0	NA	NA	0	0	NA	NA	NA
1606	1606	-18935445.3839358	4615060.16244669	0	NA	NA	0	0	NA	NA	NA
1607	1607	-18735070.3005079	4615060.16244669	0	NA	NA	0	0	NA	NA	NA
1608	1608	-18534695.21708	4615060.16244669	0	NA	NA	0	0	NA	NA	NA
1609	1609	-18334320.1336522	4615060.16244669	0	NA	NA	0	0	NA	NA	NA
1610	1610	-18133945.0502243	4615060.16244669	0	NA	NA	0	0	NA	NA	NA
1611	1611	-17933569.9667964	4615060.16244669	0	NA	NA	0	0	NA	NA	NA
1612	1612	-17733194.8833685	4615060.16244669	0	NA	NA	0	0	NA	NA	NA
1613	1613	-17532819.7999406	4615060.16244669	0	NA	NA	0	0	NA	NA	NA
1614	1614	-17332444.7165127	4615060.16244669	0	NA	NA	0	0	NA	NA	NA
1615	1615	-17132069.6330848	4615060.16244669	0	NA	NA	0	0	NA	NA	NA
1616	1616	-16931694.5496569	4615060.16244669	0	NA	NA	0	0	NA	NA	NA
1617	1617	-16731319.466229	4615060.16244669	0	NA	NA	0	0	NA	NA	NA
1618	1618	-16530944.3828011	4615060.16244669	0	NA	NA	0	0	NA	NA	NA
1619	1619	-16330569.2993732	4615060.16244669	0	NA	NA	0	0	NA	NA	NA
1620	1620	-16130194.2159453	4615060.16244669	0	NA	NA	0	0	NA	NA	NA
1621	1621	-15929819.1325174	4615060.16244669	0	NA	NA	0	0	NA	NA	NA
1622	1622	-15729444.0490896	4615060.16244669	0	NA	NA	0	0	NA	NA	NA
1623	1623	-15529068.9656617	4615060.16244669	0	NA	NA	0	0	NA	NA	NA
1624	1624	-15328693.8822338	4615060.16244669	0	NA	NA	0	0	NA	NA	NA
1625	1625	-15128318.7988059	4615060.16244669	0	NA	NA	0	0	NA	NA	NA
1626	1626	-14927943.715378	4615060.16244669	0	NA	NA	0	0	NA	NA	NA
1627	1627	-14727568.6319501	4615060.16244669	0	NA	NA	0	0	NA	NA	NA
1628	1628	-14527193.5485222	4615060.16244669	0	NA	NA	0	0	NA	NA	NA
1629	1629	-14326818.4650943	4615060.16244669	0	NA	NA	0	0	NA	NA	NA
1630	1630	-14126443.3816664	4615060.16244669	0	NA	NA	0	0	174.926312578897	NA	NA
1631	1631	-13926068.2982385	4615060.16244669	0.02	qui	qui-us	0.5	1	187.37981559904	NA	316
1632	1632	-13725693.2148106	4615060.16244669	0.85	eng slh clm	eng-us slh-us clm-us	1.00520833333333	3	203.404966560364	6	227
1633	1633	-13525318.1313827	4615060.16244669	1	eng yak wac slh sno	eng-us yak-us wac-us slh-us sno-us	2.00520833333333	5	190.773255552106	5	119
1634	1634	-13324943.0479548	4615060.16244669	1	eng yak oka	eng-us yak-us oka-us	0.755208333333333	3	177.804933323982	1	72
1635	1635	-13124567.964527	4615060.16244669	1	eng oka spo uma waa	eng-us oka-us spo-us uma-us waa-us	2.75520833333333	5	179.531798516536	4	86
1636	1636	-12924192.8810991	4615060.16244669	1	eng nez crd	eng-us nez-us crd-us	2.00520833333333	3	186.040984398202	5	96
1637	1637	-12723817.7976712	4615060.16244669	1	eng kut fla	eng-us kut-us fla-us	1.00520833333333	3	184.295941504406	4	89
1638	1638	-12523442.7142433	4615060.16244669	1	eng	eng-us	0.00520833333333333	1	175.478958017544	5	82
1639	1639	-12323067.6308154	4615060.16244669	1	eng	eng-us	0.00520833333333333	1	168.938197066294	5	83
1640	1640	-12122692.5473875	4615060.16244669	1	eng cro crk	eng-us cro-us crk-us	0.755208333333333	3	163.24797793527	6	82
1641	1641	-11922317.4639596	4615060.16244669	1	cro chy	cro-us chy-us	1.25	2	157.536503544596	5	74
1642	1642	-11721942.3805317	4615060.16244669	1	NA	NA	0	0	157.062268001285	5	74
1643	1643	-11521567.2971038	4615060.16244669	1	eng hid	eng-us hid-us	0.505208333333333	3	160.231671839773	5	79
1644	1644	-11321192.2136759	4615060.16244669	1	eng lkt dak ari hid mhq	eng-us lkt-us dak-us ari-us hid-us mhq-us	2.78213141025641	6	163.276954557333	6	88
1645	1645	-11120817.130248	4615060.16244669	1	eng dak	eng-us dak-us	0.0821314102564103	2	165.506218226354	6	87
1646	1646	-10920442.0468201	4615060.16244669	1	eng dak	eng-us dak-us	0.0821314102564103	2	167.422602778622	6	94
1647	1647	-10720066.9633922	4615060.16244669	1	eng dak ciw	eng-us dak-us ciw-us	0.173040501165501	3	171.506752112258	6	127
1648	1648	-10519691.8799644	4615060.16244669	1	eng ciw	eng-us ciw-us	0.0961174242424242	2	178.253880460554	6	171
1649	1649	-10319316.7965365	4615060.16244669	1	eng ciw	eng-us ciw-us	0.0961174242424242	2	178.458406693537	6	188
1650	1650	-10118941.7131086	4615060.16244669	1	eng ciw	eng-us ciw-us	0.0961174242424242	1	156.280463489638	6	192
1651	1651	-9918566.62968067	4615060.16244669	1	eng ciw pot	eng-us ciw-us pot-us	0.296117424242424	2	149.833177659063	6	185
1652	1652	-9718191.54625278	4615060.16244669	1	eng pot	eng-us pot-us	0.205208333333333	1	109.555735856968	6	181
1653	1653	-9517816.46282489	4615060.16244669	1	eng eng ciw	eng-us eng-ca ciw-us	0.106534090909091	1	125.426954469423	6	176
1654	1654	-9317441.379397	4615060.16244669	1	eng ojc otw otw	eng-ca ojc-ca otw-ca otw-us	0.66875	4	147.222373720352	5	171
1655	1655	-9117066.2959691	4615060.16244669	1	eng fra ojc otw	eng-ca fra-ca ojc-ca otw-ca	0.361732456140351	4	161.870306537644	6	167
1656	1656	-8916691.21254121	4615060.16244669	1	eng fra ojc alq ojg	eng-ca fra-ca ojc-ca alq-ca ojg-ca	0.695065789473684	5	176.730825746542	6	178
1657	1657	-8716316.12911332	4615060.16244669	1	eng fra alq	eng-ca fra-ca alq-ca	0.236732456140351	3	188.292145839826	5	181
1658	1658	-8515941.04568543	4615060.16244669	1	eng fra alq	eng-ca fra-ca alq-ca	0.236732456140351	3	188.305930579056	5	180
1659	1659	-8315565.96225753	4615060.16244669	1	eng fra moh atj	eng-ca fra-ca moh-ca atj-ca	0.486732456140351	4	185.714506809772	5	172
1660	1660	-8115190.87882964	4615060.16244669	1	eng fra moh atj abe	eng-ca fra-ca moh-ca atj-ca abe-ca	1.48673245614035	5	184.122427783324	6	178
1661	1661	-7914815.79540175	4615060.16244669	0.94	eng fra	eng-ca fra-ca	0.0367324561403509	2	183.343730740819	6	177
1662	1662	-7714440.71197386	4615060.16244669	0.92	eng fra	eng-us fra-ca	0.0315241228070175	2	187.56283256272	5	175
1663	1663	-7514065.62854596	4615060.16244669	1	eng fra pqm pqm mic	eng-ca fra-ca pqm-us pqm-ca mic-us	2.03673245614035	5	190.253650002716	5	179
1664	1664	-7313690.54511807	4615060.16244669	0.98	eng fra mic pqm	eng-ca fra-ca mic-ca pqm-ca	0.627641547049442	4	181.786249039453	6	183
1665	1665	-7113315.46169018	4615060.16244669	0.42	eng fra mic	eng-ca fra-ca mic-ca	0.127641547049442	1	166.07827956499	6	192
1666	1666	-6912940.37826229	4615060.16244669	0.25	eng mic	eng-ca mic-ca	0.101325757575758	2	146.166329984396	NA	190
1667	1667	-6712565.29483439	4615060.16244669	0.25	fra mic	fra-ca mic-ca	0.117224880382775	2	122.868203507609	6	188
1668	1668	-6512190.2114065	4615060.16244669	0.1	NA	NA	0	0	99.0660345754896	NA	159.5
1669	1669	-6311815.12797861	4615060.16244669	0.11	fra	fra-pm	1	1	89.6110748138521	NA	163
1670	1670	-6111440.04455072	4615060.16244669	0.24	NA	NA	0	0	133.293698429833	NA	177
1671	1671	-5911064.96112282	4615060.16244669	0.32	NA	NA	0	0	148.093415493593	5	179
1672	1672	-5710689.87769493	4615060.16244669	0	NA	NA	0	0	146.06019604707	NA	NA
1673	1673	-5510314.79426704	4615060.16244669	0	NA	NA	0	0	NA	NA	NA
1674	1674	-5309939.71083915	4615060.16244669	0	NA	NA	0	0	NA	NA	NA
1675	1675	-5109564.62741125	4615060.16244669	0	NA	NA	0	0	NA	NA	NA
1676	1676	-4909189.54398336	4615060.16244669	0	NA	NA	0	0	NA	NA	NA
1677	1677	-4708814.46055547	4615060.16244669	0	NA	NA	0	0	NA	NA	NA
1678	1678	-4508439.37712758	4615060.16244669	0	NA	NA	0	0	NA	NA	NA
1679	1679	-4308064.29369969	4615060.16244669	0	NA	NA	0	0	NA	NA	NA
1680	1680	-4107689.21027179	4615060.16244669	0	NA	NA	0	0	NA	NA	NA
1681	1681	-3907314.1268439	4615060.16244669	0	NA	NA	0	0	NA	NA	NA
1682	1682	-3706939.04341601	4615060.16244669	0	NA	NA	0	0	NA	NA	NA
1683	1683	-3506563.95998812	4615060.16244669	0	NA	NA	0	0	NA	NA	NA
1684	1684	-3306188.87656022	4615060.16244669	0	NA	NA	0	0	NA	NA	NA
1685	1685	-3105813.79313233	4615060.16244669	0	NA	NA	0	0	NA	NA	NA
1686	1686	-2905438.70970444	4615060.16244669	0	NA	NA	0	0	NA	NA	NA
1687	1687	-2705063.62627655	4615060.16244669	0	NA	NA	0	0	NA	NA	NA
1688	1688	-2504688.54284865	4615060.16244669	0	NA	NA	0	0	NA	NA	NA
1689	1689	-2304313.45942076	4615060.16244669	0	NA	NA	0	0	NA	NA	NA
1690	1690	-2103938.37599287	4615060.16244669	0	NA	NA	0	0	NA	NA	NA
1691	1691	-1903563.29256497	4615060.16244669	0	NA	NA	0	0	NA	NA	NA
1692	1692	-1703188.20913708	4615060.16244669	0	NA	NA	0	0	NA	NA	NA
1693	1693	-1502813.12570919	4615060.16244669	0	NA	NA	0	0	NA	NA	NA
1694	1694	-1302438.0422813	4615060.16244669	0	NA	NA	0	0	NA	NA	NA
1695	1695	-1102062.9588534	4615060.16244669	0	NA	NA	0	0	NA	NA	NA
1696	1696	-901687.875425514	4615060.16244669	0	NA	NA	0	0	NA	NA	NA
1697	1697	-701312.791997619	4615060.16244669	0	NA	NA	0	0	NA	NA	NA
1698	1698	-500937.708569728	4615060.16244669	0.02	bre	bre-fr	0.25	1	156.029076120795	NA	315
1699	1699	-300562.625141837	4615060.16244669	0.23	fra bre	fra-fr bre-fr	0.288461538461538	2	146.865089852535	NA	298
1700	1700	-100187.541713942	4615060.16244669	0.88	fra	fra-fr	0.0384615384615385	1	187.091275650074	9	297
1701	1701	100187.541713949	4615060.16244669	1	fra oci	fra-fr oci-fr	0.14957264957265	2	195.370574931637	9	238
1702	1702	300562.62514184	4615060.16244669	1	fra oci	fra-fr oci-fr	0.14957264957265	2	197.649719276047	9	230
1703	1703	500937.708569735	4615060.16244669	1	fra oci frp	fra-fr oci-fr frp-fr	0.39957264957265	3	198.18654590183	8	238
1704	1704	701312.791997626	4615060.16244669	1	fra frp gsw gsw fra frp frp	fra-fr frp-fr gsw-ch gsw-fr fra-ch frp-ch frp-it	2.12179487179487	7	191.501272262922	6	230
1705	1705	901687.875425521	4615060.16244669	1	deu ita lmo gsw gsw fra frp roh lmo ita frp wae wae	deu-de ita-it lmo-it gsw-ch gsw-fr fra-ch frp-ch roh-ch lmo-ch ita-ch frp-it wae-ch wae-it	5.15263157894737	13	186.412753802259	2	215
1706	1706	1102062.95885341	4615060.16244669	1	deu ita deu lmo gsw vec deu roh lmo ita wae gsw wae	deu-de ita-it deu-at lmo-it gsw-ch vec-it deu-it roh-ch lmo-ch ita-ch wae-ch gsw-li wae-li	5.3609649122807	13	184.671155061471	2	200
1707	1707	1302438.0422813	4615060.16244669	0.99	deu ita deu vec deu lld	deu-de ita-it deu-at vec-it deu-it lld-it	1.82763157894737	6	183.079814330697	5	200
1708	1708	1502813.1257092	4615060.16244669	0.93	deu ita deu hrv slv vec deu fur slv slv ita	deu-de ita-it deu-at hrv-hr slv-si vec-it deu-it fur-it slv-it slv-at ita-si	5.27207602339181	11	183.937041690489	6	204
1709	1709	1703188.20913709	4615060.16244669	1	deu hrv slv hrv	deu-at hrv-hr slv-si hrv-at	0.902777777777778	4	190.864570155353	7	228
1710	1710	1903563.29256498	4615060.16244669	1	hun deu hrv slv hun deu hun hrv slv	hun-hu deu-at hrv-hr slv-si hun-sk deu-hu hun-at hrv-at slv-hu	3.07896825396825	9	186.399764551111	7	232.5
1711	1711	2103938.37599288	4615060.16244669	1	hun srp hrv hun hun deu slk	hun-hu srp-rs hrv-hr hun-sk hun-rs deu-hu slk-rs	1.93015873015873	7	180.43600848197	8	160
1712	1712	2304313.45942077	4615060.16244669	1	ron hun srp hun hun deu deu	ron-ro hun-hu srp-rs hun-ro hun-rs deu-hu deu-ro	1.74329004329004	7	179.967812528338	8	154
1713	1713	2504688.54284866	4615060.16244669	1	ron hun hun deu	ron-ro hun-hu hun-ro deu-ro	0.767099567099567	4	184.607503302034	7	209
1714	1714	2705063.62627655	4615060.16244669	1	ukr ron hun rue ron deu rmc	ukr-ua ron-ro hun-ro rue-ua ron-ua deu-ro rmc-ua	1.45294612794613	4	185.902853519274	7	227
1715	1715	2905438.70970444	4615060.16244669	1	ron hun ron ukr	ron-ro hun-ro ron-ua ukr-ro	0.915909090909091	4	182.388581101908	5	200
1716	1716	3105813.79313234	4615060.16244669	1	ron rus ron ron gag bul	ron-ro rus-ua ron-md ron-ua gag-md bul-md	1.53733766233766	7	176.146099004399	7	134
1717	1717	3306188.87656023	4615060.16244669	0.89	ukr rus ron ron gag bul	ukr-ua rus-ua ron-md ron-ua gag-md bul-md	1.48346560846561	6	168.240179634079	6	118
1718	1718	3506563.95998812	4615060.16244669	0.54	ukr rus	ukr-ua rus-ua	0.108465608465608	2	162.209988652812	6	114
1719	1719	3706939.04341602	4615060.16244669	0.89	ukr rus	ukr-ua rus-ua	0.108465608465608	2	163.667375597595	6	109
1720	1720	3907314.12684391	4615060.16244669	0.77	ukr rus	ukr-ua rus-ua	0.108465608465608	2	158.554060437678	4	111
1721	1721	4107689.2102718	4615060.16244669	0.49	ukr rus ell uum	ukr-ua rus-ua ell-ua uum-ua	2.10846560846561	4	147.369554431916	5	109
1722	1722	4308064.29369969	4615060.16244669	0.88	ukr rus	ukr-ua rus-ua	0.108465608465608	3	164.842335000967	7	120
1723	1723	4508439.37712758	4615060.16244669	1	rus	rus-ru	0.00512820512820513	1	172.114497868968	7	123
1724	1724	4708814.46055548	4615060.16244669	1	rus xal	rus-ru xal-ru	0.130128205128205	2	168.848187359485	4	104
1725	1725	4909189.54398337	4615060.16244669	1	rus xal	rus-ru xal-ru	0.130128205128205	1	162.222349325021	4	92
1726	1726	5109564.62741126	4615060.16244669	1	xal	xal-ru	0.125	1	155.223182057404	0	81
1727	1727	5309939.71083915	4615060.16244669	0.91	rus xal	rus-ru xal-ru	0.130128205128205	2	137.471925032932	0	73
1728	1728	5510314.79426705	4615060.16244669	0.58	NA	NA	0	0	101.418465009277	0	65
1729	1729	5710689.87769494	4615060.16244669	0.39	kaz	kaz-kz	0.0175438596491228	1	74.045236606225	0	55
1730	1730	5911064.96112283	4615060.16244669	0.69	kaz	kaz-kz	0.0175438596491228	1	112.45733159245	0	49
1731	1731	6111440.04455072	4615060.16244669	1	kaz	kaz-kz	0.0175438596491228	1	139.761768926882	0	45
1732	1732	6311815.12797862	4615060.16244669	1	kaz	kaz-kz	0.0175438596491228	1	140.960311471948	0	42
1733	1733	6512190.21140651	4615060.16244669	1	NA	NA	0	0	125.735360382096	2	42
1734	1734	6712565.2948344	4615060.16244669	1	kaz	kaz-kz	0.0175438596491228	1	115.476097895212	1	39
1735	1735	6912940.37826229	4615060.16244669	1	kaz	kaz-kz	0.0175438596491228	1	127.113947363909	1	36
1736	1736	7113315.46169019	4615060.16244669	1	kaz	kaz-kz	0.0175438596491228	1	139.058242369015	1	39
1737	1737	7313690.54511808	4615060.16244669	1	NA	NA	0	1	139.786335368525	1	44
1738	1738	7514065.62854597	4615060.16244669	1	NA	NA	0	1	140.780571289603	2	46
1739	1739	7714440.71197386	4615060.16244669	1	NA	NA	0	1	140.693329843564	2	47
1740	1740	7914815.79540176	4615060.16244669	1	NA	NA	0	0	140.92739714549	2	47
1741	1741	8115190.87882965	4615060.16244669	1	kaz	kaz-kz	0.0175438596491228	1	134.933043194995	2	49
1742	1742	8315565.96225754	4615060.16244669	1	kaz	kaz-kz	0.0175438596491228	1	130.127461091148	0	54
1743	1743	8515941.04568543	4615060.16244669	1	kaz	kaz-kz	0.0175438596491228	1	132.717254373074	2	70
1744	1744	8716316.12911333	4615060.16244669	1	kaz	kaz-kz	0.0175438596491228	1	138.288554464117	2	80
1745	1745	8916691.21254122	4615060.16244669	1	kaz	kaz-kz	0.0175438596491228	1	144.341443659607	2	80
1746	1746	9117066.29596911	4615060.16244669	1	kaz kaz	kaz-kz kaz-cn	0.0701754385964912	3	150.373423673604	2	77
1747	1747	9317441.379397	4615060.16244669	1	xal kaz dta rus	xal-cn kaz-cn dta-cn rus-cn	0.727631578947368	5	151.887675596403	2	74
1748	1748	9517816.4628249	4615060.16244669	1	kaz xal kaz tyv	kaz-kz xal-cn kaz-cn tyv-cn	0.370175438596491	5	146.256149828945	1	49
1749	1749	9718191.54625279	4615060.16244669	1	cmn kaz tyv	cmn-cn kaz-cn tyv-cn	0.311481136469492	3	141.518623065188	0	42
1750	1750	9918566.62968068	4615060.16244669	1	kaz kaz tyv	kaz-cn kaz-mn tyv-cn	0.445488721804511	3	141.090696061235	0	48
1751	1751	10118941.7131086	4615060.16244669	1	kaz xal kaz	kaz-cn xal-mn kaz-mn	0.286397812713602	3	142.86442416234	2	43
1752	1752	10319316.7965365	4615060.16244669	1	khk xal kaz	khk-mn xal-mn kaz-mn	0.258156477668673	3	140.524550531321	4	34
1753	1753	10519691.8799644	4615060.16244669	1	khk xal	khk-mn xal-mn	0.11529933481153	2	140.438258359219	0	43
1754	1754	10720066.9633923	4615060.16244669	1	khk xal	khk-mn xal-mn	0.11529933481153	2	143.375909631024	3	51
1755	1755	10920442.0468201	4615060.16244669	1	khk	khk-mn	0.024390243902439	1	146.356246730696	2	49
1756	1756	11120817.130248	4615060.16244669	1	khk	khk-mn	0.024390243902439	1	151.025962766602	4	57
1757	1757	11321192.2136759	4615060.16244669	1	khk	khk-mn	0.024390243902439	1	155.249868221542	3	77
1758	1758	11521567.2971038	4615060.16244669	1	khk	khk-mn	0.024390243902439	1	154.223990575949	5	58
1759	1759	11721942.3805317	4615060.16244669	1	khk	khk-mn	0.024390243902439	1	151.45795346297	4	53
1760	1760	11922317.4639596	4615060.16244669	1	khk	khk-mn	0.024390243902439	1	152.540280485284	3	52
1761	1761	12122692.5473875	4615060.16244669	1	khk	khk-mn	0.024390243902439	1	153.454242172903	3	51
1762	1762	12323067.6308154	4615060.16244669	1	khk	khk-mn	0.024390243902439	1	153.082976272979	4	49
1763	1763	12523442.7142433	4615060.16244669	1	khk	khk-mn	0.024390243902439	1	154.07146208698	4	50
1764	1764	12723817.7976712	4615060.16244669	1	khk mvf	khk-mn mvf-mn	0.0770218228498074	2	154.482561624222	3	52
1765	1765	12924192.8810991	4615060.16244669	1	khk mvf bxm mvf bxu	khk-mn mvf-cn bxm-mn mvf-mn bxu-cn	0.329528088513968	5	153.7632881555	3	54
1766	1766	13124567.964527	4615060.16244669	1	khk mvf bxm mvf bxu	khk-mn mvf-cn bxm-mn mvf-mn bxu-cn	0.329528088513968	5	157.106462784515	4	66
1767	1767	13324943.0479549	4615060.16244669	1	mvf mvf bxu	mvf-cn mvf-mn bxu-cn	0.221804511278195	4	166.089219117841	5	123
1768	1768	13525318.1313827	4615060.16244669	1	mvf	mvf-cn	0.0263157894736842	1	172.387584751367	5	133
1769	1769	13725693.2148106	4615060.16244669	1	mvf dta	mvf-cn dta-cn	0.151315789473684	2	167.44968266506	5	128
1770	1770	13926068.2982385	4615060.16244669	1	cmn mvf mnc dta evn	cmn-cn mvf-cn mnc-cn dta-cn evn-cn	0.393498680329141	5	163.561991831063	5	141.5
1771	1771	14126443.3816664	4615060.16244669	1	cmn kor mnc	cmn-cn kor-cn mnc-cn	0.152439301111867	3	167.977926802542	5	164.5
1772	1772	14326818.4650943	4615060.16244669	1	cmn kor	cmn-cn kor-cn	0.0857726344452008	2	178.182849677264	5	175
1773	1773	14527193.5485222	4615060.16244669	1	cmn kor	cmn-cn kor-cn	0.0857726344452008	2	175.983613868727	5	184
1774	1774	14727568.6319501	4615060.16244669	1	kor gld	kor-cn gld-cn	0.326923076923077	3	173.593896732674	5	188
1775	1775	14927943.715378	4615060.16244669	1	cmn kor gld	cmn-cn kor-ru gld-cn	0.508849557522124	4	178.232829840327	5	185
1776	1776	15128318.7988059	4615060.16244669	1	rus kor ude	rus-ru kor-ru ude-ru	0.588461538461538	2	184.036348640765	5	168
1777	1777	15328693.8822338	4615060.16244669	0.76	NA	NA	0	1	178.849129355465	4	142
1778	1778	15529068.9656617	4615060.16244669	0.08	NA	NA	0	0	159.777655440219	NA	151
1779	1779	15729444.0490896	4615060.16244669	0.09	jpn	jpn-jp	0.0416666666666667	1	144.72168972349	NA	173
1780	1780	15929819.1325175	4615060.16244669	0.29	rus	rus-ru	0.00512820512820513	0	158.497932776441	6	166
1781	1781	16130194.2159453	4615060.16244669	0	NA	NA	0	0	121.190624440866	NA	NA
1782	1782	16330569.2993732	4615060.16244669	0	NA	NA	0	0	151.99208603	NA	NA
1783	1783	16530944.3828011	4615060.16244669	0	NA	NA	0	0	88.15639496	NA	141
1784	1784	16731319.466229	4615060.16244669	0	NA	NA	0	0	64.9911331165	NA	143.5
1785	1785	16931694.5496569	4615060.16244669	0	NA	NA	0	0	56.1918622762782	NA	120
1786	1786	17132069.6330848	4615060.16244669	0	NA	NA	0	0	68.2026517657782	NA	105
1787	1787	17332444.7165127	4615060.16244669	0	NA	NA	0	0	NA	NA	NA
1788	1788	17532819.7999406	4615060.16244669	0	NA	NA	0	0	NA	NA	NA
1789	1789	17733194.8833685	4615060.16244669	0	NA	NA	0	0	NA	NA	NA
1790	1790	17933569.9667964	4615060.16244669	0	NA	NA	0	0	NA	NA	NA
1791	1791	18133945.0502243	4615060.16244669	0	NA	NA	0	0	NA	NA	NA
1792	1792	18334320.1336522	4615060.16244669	0	NA	NA	0	0	NA	NA	NA
1793	1793	18534695.2170801	4615060.16244669	0	NA	NA	0	0	NA	NA	NA
1794	1794	18735070.300508	4615060.16244669	0	NA	NA	0	0	NA	NA	NA
1795	1795	18935445.3839358	4615060.16244669	0	NA	NA	0	0	NA	NA	NA
1796	1796	19135820.4673637	4615060.16244669	0	NA	NA	0	0	NA	NA	NA
1797	1797	19336195.5507916	4615060.16244669	0	NA	NA	0	0	NA	NA	NA
1798	1798	19536570.6342195	4615060.16244669	0	NA	NA	0	0	NA	NA	NA
1799	1799	19736945.7176474	4615060.16244669	0	NA	NA	0	0	NA	NA	NA
1800	1800	19937320.8010753	4615060.16244669	0	NA	NA	0	0	NA	NA	NA
1801	1801	-19937320.8010753	4413957.42434535	0	NA	NA	0	0	NA	NA	NA
