index	longitudes	latitudes	LANG_ISO	ID_ISO_A2	weighted_endemism	language_diversity	land_coverage	mgs	vegetation_productivity	new.mgs
423	423	-8766409.89997029	3537149.48622348	eng gul	eng-us gul-us	0.356060606060606	2	0.58	11	186.352484862387	337
424	424	-8265472.19140056	3537149.48622348	NA	NA	0	1	0.04	12	45.87036896	365
425	425	-7764534.48283083	3537149.48622348	NA	NA	0	0	0	NA	NA	NA
426	426	-7263596.7742611	3537149.48622348	eng	eng-bm	1	1	0.000248903949065079	12	NA	337
427	427	-6762659.06569137	3537149.48622348	NA	NA	0	0	0	NA	NA	NA
428	428	-6261721.35712164	3537149.48622348	NA	NA	0	0	0	NA	NA	NA
429	429	-5760783.6485519	3537149.48622348	NA	NA	0	0	0	NA	NA	NA
430	430	-5259845.93998217	3537149.48622348	NA	NA	0	0	0	NA	NA	NA
431	431	-4758908.23141244	3537149.48622348	NA	NA	0	0	0	NA	NA	NA
432	432	-4257970.52284271	3537149.48622348	NA	NA	0	0	0	NA	NA	NA
433	433	-3757032.81427298	3537149.48622348	NA	NA	0	0	0	NA	NA	NA
434	434	-3256095.10570325	3537149.48622348	NA	NA	0	0	0	NA	NA	NA
435	435	-2755157.39713352	3537149.48622348	NA	NA	0	0	0	NA	NA	NA
436	436	-2254219.68856379	3537149.48622348	NA	NA	0	0	0	6	NA	NA
437	437	-1753281.97999405	3537149.48622348	por	por-pt	0.2	1	0.01	7	NA	288
438	438	-1252344.27142432	3537149.48622348	ary	ary-ma	0.2	1	0.04	5	NA	135
439	439	-751406.562854592	3537149.48622348	spa tzm ary shi aju eng spa	spa-es tzm-ma ary-ma shi-ma aju-ma eng-gi spa-gi	3.90833333333333	7	0.63	7	172.332638100313	168
440	440	-250468.85428486	3537149.48622348	aao arq tzm ary tzm rif rif	aao-dz arq-dz tzm-ma ary-ma tzm-dz rif-ma rif-dz	2.97692307692308	7	0.78	6	147.339200756754	62
441	441	250468.854284871	3537149.48622348	aao arq kab tzm mzb cnu	aao-dz arq-dz kab-dz tzm-dz mzb-dz cnu-dz	2.77692307692308	6	0.98	5	145.204702632712	61
442	442	751406.562854603	3537149.48622348	aao arq aeb shy kab tjo oua	aao-dz arq-dz aeb-tn shy-dz kab-dz tjo-dz oua-dz	3.72692307692308	7	1	3	139.262895834096	38.5
443	443	1252344.27142433	3537149.48622348	ayl aeb jbn jbn	ayl-ly aeb-tn jbn-ly jbn-tn	2.29090909090909	4	0.59	3	106.241630723343	31
444	444	1753281.97999406	3537149.48622348	ayl mlt	ayl-ly mlt-mt	1.09090909090909	2	0.11	3	NA	58.5
445	445	2254219.68856379	3537149.48622348	ayl ell	ayl-ly ell-gr	0.290909090909091	1	0.16	3	146.8298168	98
446	446	2755157.39713353	3537149.48622348	ayl ell ayl	ayl-ly ell-gr ayl-eg	0.540909090909091	3	0.2	5	128.050285245079	45
447	447	3256095.10570326	3537149.48622348	tur ell arz ayl tur ell	tur-tr ell-gr arz-eg ayl-eg tur-gr ell-eg	1.825	6	0.06	7	NA	183
448	448	3757032.81427299	3537149.48622348	tur avl arz apc ajp heb apc avl ell ajp tur apc avl ajp ady acy rmt	tur-tr avl-jo arz-eg apc-sy ajp-jo heb-il apc-lb avl-sy ell-cy ajp-ps tur-cy apc-tr avl-ps ajp-il ady-il acy-cy rmt-il	11.0416666666667	19	0.23	6	137.183956259342	154
449	449	4257970.52284272	3537149.48622348	ars tur ars ars avl ars apc acm ajp apc avl kmr apc hye ady ady amw	ars-sa tur-tr ars-iq ars-sy avl-jo ars-jo apc-sy acm-sy ajp-jo apc-lb avl-sy kmr-sy apc-tr hye-sy ady-sy ady-jo amw-sy	7.29166666666667	17	1	4	142.395814808865	58
450	450	4758908.23141245	3537149.48622348	ars ars ars acm ayp acm ckb kmr ayp kmr hac hye azb cld aii aii kqd	ars-sa ars-iq ars-sy acm-iq ayp-iq acm-sy ckb-iq kmr-iq ayp-sy kmr-sy hac-iq hye-sy azb-iq cld-iq aii-iq aii-sy kqd-iq	7	17	1	4	137.102376721866	52
451	451	5259845.93998218	3537149.48622348	pes ars azb acm ayp sdh ckb bqi acm ckb lrc sdh lki def azb vaf	pes-ir ars-iq azb-ir acm-iq ayp-iq sdh-ir ckb-ir bqi-ir acm-ir ckb-iq lrc-ir sdh-iq lki-ir def-ir azb-iq vaf-ir	8.69444444444444	16	1	4	152.188228850038	89
452	452	5760783.64855191	3537149.48622348	pes azb qxq kmr bqi acm mzn luz kat klj gzi ttt avd smy lsa ntz sgr srz sqo	pes-ir azb-ir qxq-ir kmr-ir bqi-ir acm-ir mzn-ir luz-ir kat-ir klj-ir gzi-ir ttt-ir avd-ir smy-ir lsa-ir ntz-ir sgr-ir srz-ir sqo-ir	12.6111111111111	19	1	3	138.817963719238	68
453	453	6261721.35712165	3537149.48622348	pes mzn gbz	pes-ir mzn-ir gbz-ir	0.861111111111111	3	1	1	134.607309031656	41
454	454	6762659.06569137	3537149.48622348	pes pbt prs tuk bgn tuk tuk pbt haz phv mhj	pes-ir pbt-af prs-af tuk-tm bgn-ir tuk-ir tuk-af pbt-ir haz-ir phv-af mhj-af	5.64444444444444	11	1	1	140.962990004316	64
455	455	7263596.77426111	3537149.48622348	pbt prs tuk haz uzs pbt aiq tuk	pbt-af prs-af tuk-tm haz-af uzs-af pbt-pk aiq-af tuk-af	2.86666666666667	8	1	1	142.489118093778	52
456	456	7764534.48283084	3537149.48622348	pbt prs haz pnb uzs skr pbt pbu pst hnd bsh khw wbl gju glh mnj wbk ask prn psi gwc prc oru sgl aee phl psh nli kls paq gwt trm ydg dml gwt bsh xvi sts sdg xvi oru	pbt-af prs-af haz-af pnb-pk uzs-af skr-pk pbt-pk pbu-pk pst-pk hnd-pk bsh-af khw-pk wbl-af gju-pk glh-af mnj-af wbk-af ask-af prn-af psi-af gwc-pk prc-af oru-pk sgl-af aee-af phl-pk psh-af nli-af kls-pk paq-af gwt-pk trm-af ydg-pk dml-pk gwt-af bsh-pk xvi-af sts-af sdg-af xvi-pk oru-af	31.6166666666667	41	1	4	152.927092875331	75
457	457	8265472.19140057	3537149.48622348	pnb pan pbu hnd kas phr dgo scl khw prx wbl hno wbl bft bhd gju gbk gju cdj bsk plk mvy pgg cdh kfs scl bht bkk gwc trw lae btv mjz kas ush clh dmk gwf bdz xka	pnb-pk pan-in pbu-pk hnd-pk kas-in phr-pk dgo-in scl-pk khw-pk prx-in wbl-pk hno-pk wbl-af bft-pk bhd-in gju-pk gbk-in gju-in cdj-in bsk-pk plk-pk mvy-pk pgg-in cdh-in kfs-in scl-in bht-in bkk-in gwc-pk trw-pk lae-in btv-pk mjz-in kas-pk ush-pk clh-pk dmk-pk gwf-pk bdz-pk xka-pk	30.1666666666667	40	1	5	164.654208899236	142
458	458	8766409.8999703	3537149.48622348	uig bod gbm lbj dgo bfz prx kfx kfk bft mjl lbf gbk zau pgg kfs bkk cna lbf nes lae jna cik ssk tpq bfu xns scu	uig-cn bod-cn gbm-in lbj-in dgo-in bfz-in prx-in kfx-in kfk-in bft-pk mjl-in lbf-in gbk-in zau-in pgg-in kfs-in bkk-in cna-in lbf-cn nes-in lae-in jna-in cik-in ssk-in tpq-in bfu-in xns-in scu-in	20.7159090909091	30	1	3	135.544535905507	75
459	459	9267347.60854003	3537149.48622348	khg uig bod	khg-cn uig-cn bod-cn	0.327020202020202	4	1	3	137.151092111387	71.5
460	460	9768285.31710976	3537149.48622348	khg bod	khg-cn bod-cn	0.236111111111111	2	1	1	139.361617988291	56
461	461	10269223.0256795	3537149.48622348	khg xal	khg-cn xal-cn	0.211111111111111	2	1	2	146.975219013128	60
462	462	10770160.7342492	3537149.48622348	khg adx xal	khg-cn adx-cn xal-cn	0.377777777777778	3	1	3	156.615188919644	70
463	463	11271098.442819	3537149.48622348	khg adx cda jya qxs ero slr mjg cng sce peh wuh	khg-cn adx-cn cda-cn jya-cn qxs-cn ero-cn slr-cn mjg-cn cng-cn sce-cn peh-cn wuh-cn	6.27777777777778	13	1	5	172.852781188211	121
464	464	11772036.1513887	3537149.48622348	cmn adx cda qxs cng bqh sce	cmn-cn adx-cn cda-cn qxs-cn cng-cn bqh-cn sce-cn	3.19791666666667	7	1	7	173.681607313088	218
465	465	12272973.8599584	3537149.48622348	cmn cjy	cmn-cn cjy-cn	0.23125	2	1	9	176.647252094735	231
466	466	12773911.5685281	3537149.48622348	cmn cjy	cmn-cn cjy-cn	0.23125	2	1	9	173.06264009865	228
467	467	13274849.2770979	3537149.48622348	cmn wuu	cmn-cn wuu-cn	0.28125	2	0.8	9	170.621757766137	261
468	468	13775786.9856676	3537149.48622348	wuu	wuu-cn	0.25	1	0.01	9	NA	302
469	469	14276724.6942373	3537149.48622348	jpn kor	jpn-jp kor-kr	0.625	2	0.27	9	123.26230532195	269
470	470	14777662.4028071	3537149.48622348	jpn	jpn-jp	0.125	1	0.38	10	169.043521437723	304
471	471	15278600.1113768	3537149.48622348	jpn	jpn-jp	0.125	1	0.39	8	173.997093642155	273
472	472	15779537.8199465	3537149.48622348	jpn	jpn-jp	0.125	1	0.07	10	148.2746887	313.5
473	473	16280475.5285163	3537149.48622348	NA	NA	0	0	0	NA	NA	NA
474	474	16781413.237086	3537149.48622348	NA	NA	0	0	0	NA	NA	NA
475	475	17282350.9456557	3537149.48622348	NA	NA	0	0	0	NA	NA	NA
476	476	17783288.6542255	3537149.48622348	NA	NA	0	0	0	NA	NA	NA
477	477	18284226.3627952	3537149.48622348	NA	NA	0	0	0	NA	NA	NA
478	478	18785164.0713649	3537149.48622348	NA	NA	0	0	0	NA	NA	NA
479	479	19286101.7799347	3537149.48622348	NA	NA	0	0	0	NA	NA	NA
480	480	19787039.4885044	3537149.48622348	NA	NA	0	0	0	NA	NA	NA
481	481	-19787039.4885044	3030370.58620809	NA	NA	0	0	0	NA	40.8046874999993	332
482	482	-19286101.7799346	3030370.58620809	NA	NA	0	0	0	NA	NA	352
483	483	-18785164.0713649	3030370.58620809	NA	NA	0	0	0	NA	NA	NA
484	484	-18284226.3627952	3030370.58620809	NA	NA	0	0	0	NA	NA	NA
485	485	-17783288.6542255	3030370.58620809	NA	NA	0	0	0	NA	NA	NA
486	486	-17282350.9456557	3030370.58620809	NA	NA	0	0	0	NA	NA	NA
487	487	-16781413.237086	3030370.58620809	NA	NA	0	0	0	NA	NA	NA
488	488	-16280475.5285163	3030370.58620809	NA	NA	0	0	0	NA	NA	NA
489	489	-15779537.8199465	3030370.58620809	NA	NA	0	0	0	NA	NA	NA
490	490	-15278600.1113768	3030370.58620809	NA	NA	0	0	0	NA	NA	NA
491	491	-14777662.4028071	3030370.58620809	NA	NA	0	0	0	NA	NA	NA
492	492	-14276724.6942373	3030370.58620809	NA	NA	0	0	0	NA	NA	NA
493	493	-13775786.9856676	3030370.58620809	NA	NA	0	0	0	NA	NA	NA
494	494	-13274849.2770979	3030370.58620809	NA	NA	0	0	0	0	51.09413528	29
495	495	-12773911.5685281	3030370.58620809	spa sei klb	spa-mx sei-mx klb-mx	1.56666666666667	3	0.32	0	125.220997946833	16
496	496	-12272973.8599584	3030370.58620809	spa mfy yaq tac var pia sei	spa-mx mfy-mx yaq-mx tac-mx var-mx pia-mx sei-mx	4.4	7	0.79	5	169.055949015337	58
497	497	-11772036.1513887	3030370.58620809	spa spa mfy tar pdt tcu ntp thh tac twr	spa-mx spa-us mfy-mx tar-mx pdt-mx tcu-mx ntp-mx thh-mx tac-mx twr-mx	6.34444444444444	10	1	3	160.509428144561	59
498	498	-11271098.4428189	3030370.58620809	eng spa spa kic afs kic afs	eng-us spa-mx spa-us kic-mx afs-mx kic-us afs-us	3.03383838383838	7	1	4	167.07940823664	59
499	499	-10770160.7342492	3030370.58620809	eng spa cku akz	eng-us spa-us cku-us akz-us	1.63383838383838	5	0.68	12	178.317963971265	211
500	500	-10269223.0256795	3030370.58620809	eng lou cku frc	eng-us lou-us cku-us frc-us	2.02272727272727	4	0.33	12	172.1203250875	365
501	501	-9768285.31710975	3030370.58620809	eng mus frc	eng-us mus-us frc-us	0.772727272727273	3	0.22	12	NA	365
502	502	-9267347.60854002	3030370.58620809	eng mus gul	eng-us mus-us gul-us	0.606060606060606	3	0.5	12	179.471348210472	332
503	503	-8766409.89997029	3030370.58620809	eng bah mus mik	eng-us bah-bs mus-us mik-us	1.02272727272727	3	0.12	12	58.4478626250002	284
504	504	-8265472.19140056	3030370.58620809	NA	NA	0	0	0	8	NA	NA
505	505	-7764534.48283083	3030370.58620809	NA	NA	0	0	0	NA	NA	NA
506	506	-7263596.7742611	3030370.58620809	NA	NA	0	0	0	NA	NA	NA
507	507	-6762659.06569137	3030370.58620809	NA	NA	0	0	0	NA	NA	NA
508	508	-6261721.35712164	3030370.58620809	NA	NA	0	0	0	NA	NA	NA
509	509	-5760783.6485519	3030370.58620809	NA	NA	0	0	0	NA	NA	NA
510	510	-5259845.93998217	3030370.58620809	NA	NA	0	0	0	NA	NA	NA
511	511	-4758908.23141244	3030370.58620809	NA	NA	0	0	0	NA	NA	NA
512	512	-4257970.52284271	3030370.58620809	NA	NA	0	0	0	NA	NA	NA
513	513	-3757032.81427298	3030370.58620809	NA	NA	0	0	0	NA	NA	NA
514	514	-3256095.10570325	3030370.58620809	NA	NA	0	0	0	NA	NA	NA
515	515	-2755157.39713352	3030370.58620809	NA	NA	0	0	0	NA	NA	NA
516	516	-2254219.68856379	3030370.58620809	NA	NA	0	0	0	0	NA	129
517	517	-1753281.97999405	3030370.58620809	spa mey	spa-es mey-eh	0.325	2	0.02	3	123.999349020811	36
518	518	-1252344.27142432	3030370.58620809	mey ary shi ary	mey-eh ary-ma shi-ma ary-eh	1.73333333333333	4	0.56	0	133.457378379967	25
519	519	-751406.562854592	3030370.58620809	aao mey mey tzm ary shi tzm shi	aao-dz mey-mr mey-eh tzm-ma ary-ma shi-ma tzm-dz shi-dz	2.43525641025641	8	1	0	137.420048575849	18
520	520	-250468.85428486	3030370.58620809	aao tzm tia kcy tzm grr	aao-dz tzm-ma tia-dz kcy-dz tzm-dz grr-dz	2.57692307692308	6	1	0	137.063110535172	9
521	521	250468.854284871	3030370.58620809	aao tia grr	aao-dz tia-dz grr-dz	1.07692307692308	3	1	0	139.426310530514	6
522	522	751406.562854603	3030370.58620809	aao	aao-dz	0.0769230769230769	1	1	0	136.809514127191	6
523	523	1252344.27142433	3030370.58620809	aao ayl aeb gha	aao-dz ayl-ly aeb-tn gha-ly	1.36783216783217	4	1	0	139.256163675008	10
524	524	1753281.97999406	3030370.58620809	ayl swn	ayl-ly swn-ly	1.09090909090909	2	0.99	0	136.894184775767	15
525	525	2254219.68856379	3030370.58620809	ayl auj	ayl-ly auj-ly	1.09090909090909	2	0.95	0	133.740315895971	12
526	526	2755157.39713353	3030370.58620809	ayl ayl siz	ayl-ly ayl-eg siz-eg	1.34090909090909	3	1	0	133.937514703666	4
527	527	3256095.10570326	3030370.58620809	aec arz ayl ell	aec-eg arz-eg ayl-eg ell-eg	1.25	4	1	0	136.29088829563	0
528	528	3757032.81427299	3030370.58620809	acw aec avl avl ars arz ajp heb	acw-sa aec-eg avl-eg avl-jo ars-jo arz-eg ajp-jo heb-il	2.5	9	0.79	0	127.449962932364	4
529	529	4257970.52284272	3030370.58620809	ars acw avl ars ajp	ars-sa acw-sa avl-jo ars-jo ajp-jo	1.08333333333333	5	0.99	0	138.006414950932	9
530	530	4758908.23141245	3030370.58620809	ars ars	ars-sa ars-iq	0.25	2	1	0	139.170814266185	19
531	531	5259845.93998218	3030370.58620809	ars ars afb acm acm afb ars afb	ars-sa ars-iq afb-sa acm-iq acm-ir afb-kw ars-kw afb-iq	3.97619047619048	8	0.87	1	130.462387251303	26
532	532	5760783.64855191	3030370.58620809	ars pes qxq afb bqi acm luz afb abv afb	ars-sa pes-ir qxq-ir afb-ir bqi-ir acm-ir luz-ir afb-qa abv-bh afb-bh	3.94444444444444	10	0.6	4	129.416270702962	65
533	533	6261721.35712165	3030370.58620809	pes azb bcc bgn qxq afb gbz ssh zum ssh	pes-ir azb-ir bcc-ir bgn-ir qxq-ir afb-ir gbz-ir ssh-om zum-om ssh-ae	3.97777777777778	9	0.89	2	139.257026683267	31
534	534	6762659.06569137	3030370.58620809	pes prs bgn bcc bcc bgn bgn sdh	pes-ir prs-af bgn-pk bcc-ir bcc-pk bgn-ir bgn-af sdh-ir	2.59444444444444	8	1	1	133.137329669844	19
535	535	7263596.77426111	3030370.58620809	pbt bgn bcc snd bcc brh pbt bgp bgn brh deh jdg haz	pbt-af bgn-pk bcc-ir snd-pk bcc-pk brh-pk pbt-pk bgp-pk bgn-af brh-af deh-pk jdg-pk haz-pk	6.45	13	1	1	135.182488461446	17
536	536	7764534.48283084	3030370.58620809	rwr snd pnb skr pbt bgp pst mve mki xhe gjk jdg wne bgq odk ssi	rwr-in snd-pk pnb-pk skr-pk pbt-pk bgp-pk pst-pk mve-pk mki-pk xhe-pk gjk-pk jdg-pk wne-pk bgq-pk odk-pk ssi-pk	7.91666666666667	16	1	0	147.385480651999	19
537	537	8265472.19140057	3030370.58620809	hin rwr bra pnb skr pan mve bgc bgq skr	hin-in rwr-in bra-in pnb-pk skr-pk pan-in mve-pk bgc-in bgq-in skr-in	4.375	10	1	3	151.661382524686	82
538	538	8766409.8999703	3030370.58620809	bod hin bra bns pan nep awa bgc gbm bjj kfy urd bfz kfk jns thr tkb tkt sle cdn rji cdn bee jnl jnl drd drd	bod-cn hin-in bra-in bns-in pan-in nep-np awa-in bgc-in gbm-in bjj-in kfy-in urd-in bfz-in kfk-in jns-in thr-np tkb-in tkt-np sle-in cdn-np rji-np cdn-in bee-np jnl-np jnl-in drd-in drd-np	18.6666666666667	26	1	6	178.784009032058	138
539	539	9267347.60854003	3030370.58620809	bod hin nep awa bho mag taj mai mgp mrd bod bho gvr dre tdg awa thl hut kjl loy the ggn tsf muk tkt jml cdm dhw nmm rwr ths kgy kgy tge soi kte npa kif rau ghe kgj new rji dry hin kip kra bmj byh tcn chx brd ghh new ttz ght tmk dzo kzq skj plp jus	bod-cn hin-in nep-np awa-in bho-in mag-in taj-np mai-np mgp-np mrd-np bod-np bho-np gvr-np dre-np tdg-np awa-np thl-np hut-np kjl-np loy-np the-np ggn-np tsf-np muk-np tkt-np jml-np cdm-np dhw-np nmm-np rwr-np ths-np kgy-cn kgy-np tge-np soi-np kte-np npa-np kif-np rau-np ghe-np kgj-np new-np rji-np dry-np hin-np kip-np kra-np bmj-np byh-np tcn-np chx-np brd-np ghh-np new-in ttz-np ght-np tmk-np dzo-np kzq-np skj-np plp-np jus-np	52.25	62	1	7	165.218452588866	146
540	540	9768285.31710976	3030370.58620809	khg bod hin ben ben asm nep bho sdr sck sat sat dzo unr rkt taj mai kru nep mai mgp mrd lif bod bho nep bod kru pcr thq lep xsr brx sip bod bhj lhm bap gro suz rwr rjs kle asm ybi thf ben bfy lif rab kgy kgy rav rkt xsr mjx lya aim scp lbr lhm sat dhi ybh tdh xsr ola lep gro tsk kfw raa smm thf raf kyv klr mgp brx unr tij jul jee kxl yma vay taj nao syw kkt mjz thw raq mro pgy tdh lhm wme pum aph tsk byw ncd cur dus lhp lrr cuw lmh luu phw ctn lii lep emg	khg-cn bod-cn hin-in ben-bd ben-in asm-in nep-np bho-in sdr-bd sck-in sat-bd sat-in dzo-bt unr-in rkt-bd taj-np mai-in kru-in nep-in mai-np mgp-np mrd-np lif-np bod-np bho-np nep-bt bod-in kru-bd pcr-cn thq-np lep-in xsr-np brx-in sip-in bod-bt bhj-np lhm-cn bap-np gro-cn suz-np rwr-np rjs-np kle-np asm-bd ybi-np thf-in ben-np bfy-np lif-in rab-np kgy-cn kgy-np rav-np rkt-in xsr-cn mjx-in lya-bt aim-in scp-np lbr-np lhm-np sat-np dhi-np ybh-np tdh-np xsr-in ola-np lep-np gro-in tsk-np kfw-in raa-np smm-np thf-np raf-np kyv-np klr-np mgp-in brx-np unr-np tij-np jul-np jee-np kxl-np yma-np vay-np taj-in nao-np syw-np kkt-np mjz-np thw-np raq-np mro-in pgy-np tdh-in lhm-in wme-np pum-np aph-np tsk-bt byw-np ncd-np cur-np dus-np lhp-bt lrr-np cuw-np lmh-np luu-np phw-np ctn-np lii-np lep-bt emg-np	94.8944444444444	115	1	7	153.195447928435	122.5
541	541	10269223.0256795	3030370.58620809	khg bod asm adi clk dzo adi grt dap nep tsj nep kjz bod xkf dzl apt twm nsm xac njo kht brx neh xkz bod rah njh der lax sgt cgk lkh tsj kdq sdp luk nnl tsj kkf dka tgf adp onp cvg lsh twm ole bro npb goe	khg-cn bod-cn asm-in adi-in clk-in dzo-bt adi-cn grt-in dap-in nep-in tsj-bt nep-bt kjz-bt bod-in xkf-bt dzl-bt apt-in twm-cn nsm-in xac-in njo-in kht-in brx-in neh-bt xkz-bt bod-bt rah-in njh-in der-in lax-in sgt-bt cgk-bt lkh-bt tsj-cn kdq-in sdp-in luk-bt nnl-in tsj-in kkf-in dka-bt tgf-bt adp-bt onp-in cvg-in lsh-in twm-in ole-bt bro-bt npb-bt goe-bt	38.6861111111111	51	1	7	167.061015605434	132
542	542	10770160.7342492	3030370.58620809	khg bod kac asm adi clk raw adi lis lis kht duu clk bod mxj nbe nst nst nsm lsi xac yim njo kht mhu njb nsa nun nuf pzn mhx nre mxj nph nnp mhu nrr kix nun nnl nbc zal phk lsi lay ayx	khg-cn bod-cn kac-mm asm-in adi-in clk-in raw-mm adi-cn lis-cn lis-mm kht-mm duu-cn clk-cn bod-in mxj-in nbe-in nst-in nst-mm nsm-in lsi-mm xac-in yim-in njo-in kht-in mhu-in njb-in nsa-in nun-cn nuf-cn pzn-mm mhx-mm nre-in mxj-cn nph-in nnp-in mhu-cn nrr-mm kix-in nun-mm nnl-in nbc-in zal-cn phk-in lsi-cn lay-mm ayx-cn	32.7194444444444	46	1	9	172.874501890804	229
543	543	11271098.442819	3030370.58620809	cmn khg adx iii hnj bca nbf tdd ywt ycl jya yig lis hmd ero pmi pmj ers nmy qvy sxg mvm zhb gqi nun lpo nuf	cmn-cn khg-cn adx-cn iii-cn hnj-cn bca-cn nbf-cn tdd-cn ywt-cn ycl-cn jya-cn yig-cn lis-cn hmd-cn ero-cn pmi-cn pmj-cn ers-cn nmy-cn qvy-cn sxg-cn mvm-cn zhb-cn gqi-cn nun-cn lpo-cn nuf-cn	16.4756944444444	27	1	7	186.130348087762	226
544	544	11772036.1513887	3030370.58620809	cmn iii hnj pcc bca yig hea hmd swi huj gio mww hml hmy hmj hmi hmg hme hmc hmh	cmn-cn iii-cn hnj-cn pcc-cn bca-cn yig-cn hea-cn hmd-cn swi-cn huj-cn gio-cn mww-cn hml-cn hmy-cn hmj-cn hmi-cn hmg-cn hme-cn hmc-cn hmh-cn	12.6145833333333	19	1	11	169.669065353964	331
545	545	12272973.8599584	3030370.58620809	cmn gan hsn ium muq bwx tji kmc hea hms doc bje swi wxa hmq bwn mji cov	cmn-cn gan-cn hsn-cn ium-cn muq-cn bwx-cn tji-cn kmc-cn hea-cn hms-cn doc-cn bje-cn swi-cn wxa-cn hmq-cn bwn-cn mji-cn cov-cn	10.1979166666667	18	1	10	179.552063614426	328
546	546	12773911.5685281	3030370.58620809	cmn gan hak hsn czh ium czo	cmn-cn gan-cn hak-cn hsn-cn czh-cn ium-cn czo-cn	1.78125	7	1	11	182.045181915757	365
547	547	13274849.2770979	3030370.58620809	gan hak wuu nan cdo mnp czh nan czo	gan-cn hak-cn wuu-cn nan-cn cdo-cn mnp-cn czh-cn nan-tw czo-cn	3.53333333333333	9	0.9	11	186.794089952771	348
548	548	13775786.9856676	3030370.58620809	wuu	wuu-cn	0.25	1	0.04	12	94.81713104	365
549	549	14276724.6942373	3030370.58620809	xug ryu ryn ams tkn okn kzg yox	xug-jp ryu-jp ryn-jp ams-jp tkn-jp okn-jp kzg-jp yox-jp	8	8	0.01	12	30.5047297308063	366
550	550	14777662.4028071	3030370.58620809	NA	NA	0	1	0.01	12	141.370792436625	366
551	551	15278600.1113768	3030370.58620809	NA	NA	0	0	0	NA	NA	NA
552	552	15779537.8199465	3030370.58620809	NA	NA	0	0	0	12	NA	365
553	553	16280475.5285163	3030370.58620809	NA	NA	0	0	0	NA	NA	NA
554	554	16781413.237086	3030370.58620809	NA	NA	0	0	0	NA	NA	NA
555	555	17282350.9456557	3030370.58620809	NA	NA	0	0	0	NA	NA	NA
556	556	17783288.6542255	3030370.58620809	NA	NA	0	0	0	NA	NA	NA
557	557	18284226.3627952	3030370.58620809	NA	NA	0	0	0	NA	NA	NA
558	558	18785164.0713649	3030370.58620809	NA	NA	0	0	0	NA	NA	NA
559	559	19286101.7799347	3030370.58620809	NA	NA	0	0	0	NA	NA	NA
560	560	19787039.4885044	3030370.58620809	NA	NA	0	0	0	NA	NA	NA
561	561	-19787039.4885044	2523591.6861927	NA	NA	0	0	0	NA	NA	NA
562	562	-19286101.7799346	2523591.6861927	NA	NA	0	0	0	11	NA	352
563	563	-18785164.0713649	2523591.6861927	NA	NA	0	0	0	NA	NA	NA
564	564	-18284226.3627952	2523591.6861927	NA	NA	0	0	0	12	NA	309
565	565	-17783288.6542255	2523591.6861927	hwc haw	hwc-us haw-us	0.666666666666667	2	0.01	12	93.5161552500025	265
566	566	-17282350.9456557	2523591.6861927	hwc haw	hwc-us haw-us	0.666666666666667	2	0.01	NA	NA	218.5
567	567	-16781413.237086	2523591.6861927	NA	NA	0	0	0	NA	NA	NA
568	568	-16280475.5285163	2523591.6861927	NA	NA	0	0	0	NA	NA	NA
569	569	-15779537.8199465	2523591.6861927	NA	NA	0	0	0	NA	NA	NA
570	570	-15278600.1113768	2523591.6861927	NA	NA	0	0	0	NA	NA	NA
571	571	-14777662.4028071	2523591.6861927	NA	NA	0	0	0	NA	NA	NA
572	572	-14276724.6942373	2523591.6861927	NA	NA	0	0	0	NA	NA	NA
573	573	-13775786.9856676	2523591.6861927	NA	NA	0	0	0	NA	NA	NA
574	574	-13274849.2770979	2523591.6861927	NA	NA	0	0	0	NA	NA	NA
575	575	-12773911.5685281	2523591.6861927	NA	NA	0	0	0	2	NA	NA
576	576	-12272973.8599584	2523591.6861927	spa mfy	spa-mx mfy-mx	0.4	2	0.17	2	133.338700511058	23
577	577	-11772036.1513887	2523591.6861927	spa hch pdt tla stp crn cok nln	spa-mx hch-mx pdt-mx tla-mx stp-mx crn-mx cok-mx nln-mx	6.4	8	0.71	6	179.120913019976	147
578	578	-11271098.4428189	2523591.6861927	spa pdt pmq nhw pbs hva pei	spa-mx pdt-mx pmq-mx nhw-mx pbs-mx hva-mx pei-mx	4.4	7	1	5	163.171024389654	91
579	579	-10770160.7342492	2523591.6861927	spa nhe nhw nch hus hva hsf	spa-mx nhe-mx nhw-mx nch-mx hus-mx hva-mx hsf-mx	4.06666666666667	7	0.32	8	139.28064027293	166
580	580	-10269223.0256795	2523591.6861927	yua	yua-mx	0.25	1	0.01	10	NA	209.5
581	581	-9768285.31710975	2523591.6861927	yua	yua-mx	0.25	1	0.06	9	NA	177
582	582	-9267347.60854002	2523591.6861927	spa	spa-cu	0.2	2	0.13	10	55.8712091548739	274
583	583	-8766409.89997029	2523591.6861927	spa spa bah mik	spa-us spa-cu bah-bs mik-us	1.06111111111111	4	0.25	8	120.171793185768	256
584	584	-8265472.19140056	2523591.6861927	spa bah tch	spa-cu bah-bs tch-tc	0.95	3	0.01	8	63.8374095555508	208
585	585	-7764534.48283083	2523591.6861927	tch	tch-tc	0.5	1	0.01	7	NA	230.5
586	586	-7263596.7742611	2523591.6861927	NA	NA	0	0	0	12	NA	NA
587	587	-6762659.06569137	2523591.6861927	NA	NA	0	0	0	NA	NA	NA
588	588	-6261721.35712164	2523591.6861927	NA	NA	0	0	0	NA	NA	NA
