,P[Y=1],P[Y=2],P[Y=3],y_hat,y_avg,y_obs,residual1,residual2
mad,0.999960581,3.94E-05,4.68E-08,1,1.000039466,1,-3.9466E-05,0
mae,0.971744777,0.027768067,0.000487155,1,1.028742378,1,-0.028742378,0
maf,0.999596333,0.000402603,1.06E-06,1,1.00040473,1,-0.00040473,0
mag,0.999880128,0.000119667,2.06E-07,1,1.000120078,1,-0.000120078,0
mai,0.999999993,6.80E-09,7.79E-13,1,1.000000007,1,-6.79935E-09,0
maj,0.989890423,0.010007177,0.000102401,1,1.010211978,1,-0.010211978,0
mak,0.999838469,0.000161224,3.07E-07,1,1.000161838,1,-0.000161838,0
mal,0.99999999,9.80E-09,1.22E-12,1,1.00000001,1,-9.80224E-09,0
mam,0.999327223,0.000670632,2.14E-06,1,1.000674922,1,-0.000674922,0
maq,0.971040377,0.028453448,0.000506175,1,1.029465798,1,-0.029465798,0
mar,0.999999998,2.12E-09,1.86E-13,1,1.000000002,1,-2.11675E-09,0
mas,0.999896993,0.00010284,1.68E-07,1,1.000103175,1,-0.000103175,0
mat,0.624592849,0.331619499,0.043787652,1,1.419194803,2,0.580805197,1
mau,0.997633002,0.002354529,1.25E-05,1,1.002379467,1,-0.002379467,0
mav,0.857311995,0.135723397,0.006964608,1,1.149652614,1,-0.149652614,0
maw,0.999783006,0.000216537,4.57E-07,1,1.000217451,1,-0.000217451,0
maz,0.99556794,0.004401444,3.06E-05,1,1.004462676,1,-0.004462676,0
mba,0.984728746,0.015081361,0.000189893,1,1.015461147,1,-0.015461147,0
mbb,0.978890696,0.020798632,0.000310672,1,1.021419977,1,-0.021419977,0
mbc,0.987879914,0.011985902,0.000134183,1,1.012254269,1,-0.012254269,0
mbd,0.982376837,0.017387267,0.000235896,1,1.017859059,1,-0.017859059,0
mbe,0.009573042,0.160997975,0.829428983,3,2.819855941,3,0.180144059,0
mbf,0.912492775,0.084500339,0.003006886,1,1.090514111,1,-0.090514111,0
mbh,0.982492216,0.017274229,0.000233554,1,1.017741338,1,-0.017741338,0
mbi,0.983008721,0.016768102,0.000223177,1,1.017214456,1,-0.017214456,0
mbj,0.563022868,0.376334455,0.060642677,1,1.497619808,1,-0.497619808,0
mbk,0.985923875,0.01390818,0.000167945,1,1.01424407,1,-0.01424407,0
mbl,0.551011347,0.384604907,0.064383746,1,1.513372399,1,-0.513372399,0
mbm,0.972259169,0.027267384,0.000473447,1,1.028214278,1,-0.028214278,0
mbn,0.743048995,0.23645136,0.020499645,1,1.27745065,1,-0.27745065,0
mbo,0.997960026,0.002029874,1.01E-05,1,1.002050074,1,-0.002050074,0
mbp,0.80355713,0.184063906,0.012378964,1,1.208821834,1,-0.208821834,0
mbq,0.99626762,0.003708479,2.39E-05,1,1.00375628,1,-0.00375628,0
mbr,0.634065505,0.32442252,0.041511975,1,1.40744647,1,-0.40744647,0
mbs,0.989399714,0.010490411,0.000109876,1,1.010710162,1,-0.010710162,0
mbt,0.994448999,0.00550857,4.24E-05,1,1.005593433,1,-0.005593433,0
mbu,0.988253258,0.011618689,0.000128053,1,1.011874795,1,-0.011874795,0
mbv,0.936179546,0.062037643,0.001782811,1,1.065603266,1,-0.065603266,0
mbw,0.99718379,0.002800242,1.60E-05,1,1.002832177,1,-0.002832177,0
mbx,0.86607992,0.127689584,0.006230496,1,1.140150576,1,-0.140150576,0
mby,0.052364454,0.356065906,0.591569639,3,2.539205185,1,-1.539205185,-2
mbz,0.976728572,0.022910578,0.00036085,1,1.023632279,1,-0.023632279,0
mca,0.857421516,0.135623296,0.006955188,1,1.149533672,1,-0.149533672,0
mcb,0.979929111,0.019783293,0.000287596,1,1.020358485,1,-0.020358485,0
mcc,0.931518288,0.066480418,0.002001293,1,1.070483005,1,-0.070483005,0
mcd,0.856415012,0.136542986,0.007042002,1,1.150626991,1,-0.150626991,0
mce,0.85593528,0.136981149,0.00708357,1,1.15114829,1,-0.15114829,0
mcf,0.867790517,0.126117496,0.006091987,1,1.138301471,1,-0.138301471,0
mcg,0.386173864,0.478477424,0.135348712,2,1.749174848,2,0.250825152,0
mch,0.976614861,0.023021571,0.000363568,1,1.023748707,1,-0.023748707,0
mci,0.986044763,0.013789457,0.00016578,1,1.014121017,1,-0.014121017,0
mcj,0.639666001,0.320130496,0.040203503,1,1.400537502,1,-0.400537502,0
mck,0.999894471,0.000105355,1.73E-07,1,1.000105702,1,-0.000105702,0
mcl,0.528053717,0.399957979,0.071988304,1,1.543934587,3,1.456065413,2
mcm,0.803739071,0.183903035,0.012357894,1,1.208618823,2,0.791381177,1
mcn,0.998366877,0.001625744,7.38E-06,1,1.001640502,1,-0.001640502,0
mco,0.984280673,0.015520954,0.000198373,1,1.0159177,1,-0.0159177,0
mcp,0.997786531,0.002202131,1.13E-05,1,1.002224806,1,-0.002224806,0
mcq,0.998485389,0.001507974,6.64E-06,1,1.001521249,1,-0.001521249,0
mcr,0.998978478,0.001017696,3.83E-06,1,1.001025349,1,-0.001025349,0
mcs,0.977179115,0.022470725,0.000350159,1,1.023171044,1,-0.023171044,0
mcu,0.993933045,0.006018658,4.83E-05,1,1.006115253,1,-0.006115253,0
mcv,0.932710047,0.065345568,0.001944385,1,1.069234338,1,-0.069234338,0
mcw,0.936219419,0.061999591,0.00178099,1,1.065561571,1,-0.065561571,0
mcy,0.972133836,0.027389391,0.000476773,1,1.028342937,1,-0.028342937,0
mcz,0.969885766,0.02957627,0.000537964,1,1.030652199,1,-0.030652199,0
mda,0.998760185,0.001234801,5.01E-06,1,1.001244828,1,-0.001244828,0
mdb,0.931089781,0.066888288,0.002021931,1,1.07093215,1,-0.07093215,0
mdd,0.998753892,0.001241059,5.05E-06,1,1.001251158,1,-0.001251158,0
mde,0.998195012,0.001796492,8.50E-06,1,1.001813484,1,-0.001813484,0
mdf,0.985853695,0.013977099,0.000169207,1,1.014315512,1,-0.014315512,0
mdg,0.021950212,0.244272601,0.733777187,3,2.711826974,2,-0.711826974,-1
mdh,0.999240863,0.000756603,2.53E-06,1,1.000761671,1,-0.000761671,0
mdi,0.998439874,0.001553207,6.92E-06,1,1.001567046,1,-0.001567046,0
mdj,0.999840841,0.000158858,3.01E-07,1,1.000159459,1,-0.000159459,0
mdk,0.976019305,0.023602767,0.000377928,1,1.024358623,1,-0.024358623,0
mdm,0.995790744,0.004180837,2.84E-05,1,1.004237675,1,-0.004237675,0
mdn,0.977366845,0.022287414,0.000345741,1,1.022978896,1,-0.022978896,0
mdp,0.999473078,0.00052539,1.53E-06,1,1.000528454,1,-0.000528454,0
mdq,0.998691561,0.001303033,5.41E-06,1,1.001313845,1,-0.001313845,0
mdr,0.998861708,0.001133842,4.45E-06,1,1.001142742,1,-0.001142742,0
mds,0.9714445,0.028060272,0.000495228,1,1.029050728,1,-0.029050728,0
mdt,0.994085541,0.005867921,4.65E-05,1,1.005960996,1,-0.005960996,0
mdu,0.984916034,0.014897578,0.000186389,1,1.015270355,1,-0.015270355,0
mdv,0.947536171,0.051166948,0.001296881,1,1.05376071,1,-0.05376071,0
mdw,0.994606775,0.005352536,4.07E-05,1,1.005433914,1,-0.005433914,0
mdx,0.996092117,0.003882349,2.55E-05,1,1.003933416,1,-0.003933416,0
mdy,0.999318884,0.000678935,2.18E-06,1,1.000683298,1,-0.000683298,0
mdz,0.569651138,0.371703728,0.058645135,1,1.488993997,1,-0.488993997,0
mea,0.964810668,0.03450274,0.000686592,1,1.035875924,1,-0.035875924,0
meb,0.85325693,0.139425174,0.007317896,1,1.154060967,1,-0.154060967,0
mec,0.19955661,0.508445392,0.291997998,2,2.092441388,2,-0.092441388,0
med,0.999895636,0.000104193,1.71E-07,1,1.000104534,1,-0.000104534,0
mee,0.995322605,0.004644298,3.31E-05,1,1.004710491,1,-0.004710491,0
mef,0.972688536,0.026849343,0.000462121,1,1.027773586,1,-0.027773586,0
meh,0.961668817,0.037545451,0.000785732,1,1.039116915,1,-0.039116915,0
mei,0.937456023,0.060819073,0.001724905,1,1.064268882,1,-0.064268882,0
mej,0.989826599,0.010070039,0.000103362,1,1.010276763,1,-0.010276763,0
mek,0.999161238,0.000835852,2.91E-06,1,1.000841672,1,-0.000841672,0
mel,0.994636016,0.005323615,4.04E-05,1,1.005404353,1,-0.005404353,0
mem,0.003148633,0.086791442,0.910059925,3,2.906911291,2,-0.906911291,-1
men,0.999983953,1.60E-05,1.44E-08,1,1.000016061,1,-1.60614E-05,0
mep,0.647764962,0.313876175,0.038358863,1,1.390593901,2,0.609406099,1
meq,0.969870137,0.029591463,0.0005384,1,1.030668263,1,-0.030668263,0
mer,0.999923258,7.66E-05,1.13E-07,1,1.000076855,1,-7.68551E-05,0
mes,0.949501503,0.049278973,0.001219524,1,1.051718021,1,-0.051718021,0
met,0.989947211,0.009951242,0.000101548,1,1.010154337,1,-0.010154337,0
mev,0.999926404,7.35E-05,1.07E-07,1,1.000073703,1,-7.37027E-05,0
mew,0.982938105,0.01683731,0.000224586,1,1.017286481,1,-0.017286481,0
mey,0.999935408,6.45E-05,9.01E-08,1,1.000064682,1,-6.4682E-05,0
mez,0.244664495,0.513180325,0.24215518,2,1.997490685,2,0.002509315,0
mfc,0.989228203,0.010659266,0.000112532,1,1.010884329,1,-0.010884329,0
mfd,0.985776143,0.014053252,0.000170605,1,1.014394462,1,-0.014394462,0
mfe,0.997335203,0.00265004,1.48E-05,1,1.002679555,1,-0.002679555,0
mff,0.974948825,0.024646902,0.000404273,1,1.025455448,1,-0.025455448,0
mfg,0.978709872,0.02097537,0.000314759,1,1.021604887,1,-0.021604887,0
mfh,0.984446364,0.015358415,0.000195221,1,1.015748858,1,-0.015748858,0
mfi,0.998900598,0.001095163,4.24E-06,1,1.001103642,1,-0.001103642,0
mfj,0.958972128,0.040152781,0.000875091,1,1.041902964,1,-0.041902964,0
mfk,0.992149626,0.007779918,7.05E-05,1,1.00792083,1,-0.00792083,0
mfl,0.788557468,0.197259609,0.014182923,1,1.225625455,2,0.774374545,1
mfm,0.99886431,0.001131254,4.44E-06,1,1.001140125,1,-0.001140125,0
mfn,0.999587183,0.000411721,1.10E-06,1,1.000413913,1,-0.000413913,0
mfo,0.990535453,0.009371687,9.29E-05,1,1.009557407,1,-0.009557407,0
mfq,0.999996518,3.48E-06,1.98E-09,1,1.000003484,1,-3.48372E-06,0
mfr,0.390905597,0.476412701,0.132681702,2,1.741776105,2,0.258223895,0
mfu,0.994674234,0.005285814,4.00E-05,1,1.005365717,1,-0.005365717,0
mfv,0.999842336,0.000157367,2.97E-07,1,1.000157961,1,-0.000157961,0
mfw,0.039687353,0.318405003,0.641907645,3,2.602220292,3,0.397779708,0
mfx,0.986721751,0.013124405,0.000153845,1,1.013432094,1,-0.013432094,0
mfy,0.865410222,0.128304638,0.00628514,1,1.140874917,1,-0.140874917,0
mgb,0.957580055,0.041497199,0.000922747,1,1.043342692,1,-0.043342692,0
mgc,0.861171285,0.132192231,0.006636484,1,1.145465198,1,-0.145465198,0
mgd,0.993419025,0.006526585,5.44E-05,1,1.006635366,1,-0.006635366,0
mge,0.98797365,0.011893716,0.000132634,1,1.012158985,1,-0.012158985,0
mgf,0.817994804,0.171238895,0.010766302,1,1.192771498,1,-0.192771498,0
mgg,0.996314348,0.00366218,2.35E-05,1,1.003709123,1,-0.003709123,0
mgh,0.998963991,0.001032106,3.90E-06,1,1.001039911,1,-0.001039911,0
mgi,0.997911169,0.002078387,1.04E-05,1,1.002099274,1,-0.002099274,0
mgj,0.962751573,0.036497469,0.000750958,1,1.037999385,1,-0.037999385,0
mgk,0.904628014,0.091896088,0.003475898,1,1.098847883,1,-0.098847883,0
mgl,0.986257328,0.013580674,0.000161998,1,1.01390467,1,-0.01390467,0
mgm,0.999241374,0.000756094,2.53E-06,1,1.000761158,1,-0.000761158,0
mgn,0.963460779,0.035810694,0.000728527,1,1.037267748,1,-0.037267748,0
mgo,0.998866311,0.001129265,4.42E-06,1,1.001138114,1,-0.001138114,0
mgp,0.999967133,3.28E-05,3.68E-08,1,1.000032904,1,-3.29043E-05,0
mgq,0.994158352,0.005795944,4.57E-05,1,1.005887353,1,-0.005887353,0
mgr,0.998356402,0.001636152,7.45E-06,1,1.001651044,1,-0.001651044,0
mgs,0.991116142,0.008799303,8.46E-05,1,1.008968412,1,-0.008968412,0
mgt,0.885043296,0.110176627,0.004780077,1,1.119736782,1,-0.119736782,0
mgu,0.99043106,0.009474558,9.44E-05,1,1.009663322,1,-0.009663322,0
mgv,0.999278694,0.000718945,2.36E-06,1,1.000723668,1,-0.000723668,0
mgw,0.991783137,0.008141509,7.54E-05,1,1.008292216,1,-0.008292216,0
mgy,0.956735145,0.042312681,0.000952174,1,1.044217029,1,-0.044217029,0
mgz,0.981357788,0.018385257,0.000256955,1,1.018899167,1,-0.018899167,0
mha,0.882921822,0.112145075,0.004933104,1,1.122011282,1,-0.122011282,0
mhb,0.887163279,0.108207255,0.004629466,1,1.117466187,2,0.882533813,1
mhc,0.888659896,0.106815578,0.004524526,1,1.11586463,2,0.88413537,1
mhe,0.928621876,0.069235527,0.002142597,1,1.073520721,1,-0.073520721,0
mhf,0.659370918,0.304817822,0.03581126,1,1.376440342,2,0.623559658,1
mhg,0.156788287,0.492358339,0.350853374,2,2.194065086,3,0.805934914,1
mhi,0.999701475,0.00029782,7.05E-07,1,1.000299229,1,-0.000299229,0
mhj,0.677340943,0.290577103,0.032081954,1,1.354741011,3,1.645258989,2
mhk,0.996973626,0.003008678,1.77E-05,1,1.00304407,1,-0.00304407,0
mhl,0.994906109,0.00505644,3.75E-05,1,1.005131342,1,-0.005131342,0
mhm,0.987236024,0.012618981,0.000144995,1,1.012908971,1,-0.012908971,0
mhn,0.877641879,0.117034107,0.005324014,1,1.127682135,1,-0.127682135,0
mho,0.975796726,0.023819924,0.00038335,1,1.024586623,1,-0.024586623,0
mhp,0.943614788,0.054928016,0.001457196,1,1.057842409,1,-0.057842409,0
mhq,0.166924126,0.497428459,0.335647415,2,2.168723289,2,-0.168723289,0
mhr,0.996378624,0.003598491,2.29E-05,1,1.003644261,1,-0.003644261,0
mhs,0.979182193,0.02051368,0.000304127,1,1.021121934,1,-0.021121934,0
mht,0.93982778,0.058552706,0.001619515,1,1.061791735,2,0.938208265,1
mhu,0.994654202,0.005305628,4.02E-05,1,1.005385968,1,-0.005385968,0
mhw,0.996166257,0.003808904,2.48E-05,1,1.003858582,1,-0.003858582,0
mhx,0.999689755,0.000309502,7.42E-07,1,1.000310987,1,-0.000310987,0
mhy,0.998937377,0.00105858,4.04E-06,1,1.001066665,1,-0.001066665,0
mhz,0.928617471,0.069239714,0.002142815,1,1.073525344,1,-0.073525344,0
mia,0.645012739,0.316007789,0.038979471,1,1.393966732,3,1.606033268,2
mib,0.991802697,0.008122213,7.51E-05,1,1.008272392,1,-0.008272392,0
mic,0.8897498,0.105801374,0.004448825,1,1.114699025,1,-0.114699025,0
mid,0.35955222,0.489202523,0.151245258,2,1.791693038,1,-0.791693038,-1
mie,0.988183396,0.011687412,0.000129192,1,1.011945796,1,-0.011945796,0
mif,0.996501044,0.003477173,2.18E-05,1,1.003520739,1,-0.003520739,0
mig,0.996895285,0.00308636,1.84E-05,1,1.003123069,1,-0.003123069,0
mih,0.993064177,0.006877085,5.87E-05,1,1.006994562,1,-0.006994562,0
mii,0.900614776,0.095657954,0.00372727,1,1.103112494,1,-0.103112494,0
mij,0.963661012,0.035616744,0.000722244,1,1.037061232,1,-0.037061232,0
mik,0.431468166,0.456943724,0.11158811,2,1.680119943,1,-0.680119943,-1
mil,0.990325007,0.009579056,9.59E-05,1,1.00977093,1,-0.00977093,0
mim,0.994001085,0.005951405,4.75E-05,1,1.006046424,1,-0.006046424,0
mio,0.993392156,0.006553128,5.47E-05,1,1.00666256,1,-0.00666256,0
mip,0.858132492,0.13497332,0.006894188,1,1.148761696,1,-0.148761696,0
miq,0.993608691,0.006339195,5.21E-05,1,1.006443423,1,-0.006443423,0
mir,0.956753147,0.04229531,0.000951543,1,1.044198396,1,-0.044198396,0
mit,0.864383136,0.129247462,0.006369402,1,1.141986266,1,-0.141986266,0
miu,0.823699165,0.166138994,0.010161841,1,1.186462677,1,-0.186462677,0
miw,0.988852064,0.0110295,0.000118435,1,1.011266371,1,-0.011266371,0
mix,0.986737778,0.013108656,0.000153566,1,1.013415788,1,-0.013415788,0
miy,0.944460333,0.054117709,0.001421959,1,1.056961626,1,-0.056961626,0
miz,0.992214071,0.007716322,6.96E-05,1,1.007855535,1,-0.007855535,0
mjc,0.981959173,0.01779638,0.000244446,1,1.018285273,1,-0.018285273,0
mjd,0.102977666,0.447155394,0.44986694,3,2.346889274,2,-0.346889274,-1
mje,0.03676426,0.308266026,0.654969714,3,2.618205454,3,0.381794546,0
mjg,0.986766267,0.013080662,0.000153071,1,1.013386804,1,-0.013386804,0
mjh,0.979667929,0.020038734,0.000293337,1,1.020625408,1,-0.020625408,0
mji,0.999770709,0.000228799,4.92E-07,1,1.000229784,1,-0.000229784,0
mjj,0.741776854,0.237527869,0.020695277,1,1.278918422,2,0.721081578,1
mjl,0.999760819,0.000238659,5.21E-07,1,1.000239702,1,-0.000239702,0
mjm,0.897152797,0.098896533,0.00395067,1,1.106797872,1,-0.106797872,0
mjn,0.975950725,0.023669679,0.000379595,1,1.02442887,1,-0.02442887,0
mjo,0.941260559,0.057182201,0.00155724,1,1.06029668,1,-0.06029668,0
mjp,0.877299939,0.117350234,0.005349826,1,1.128049887,1,-0.128049887,0
mjq,0.157382238,0.492679918,0.349937844,2,2.192555606,3,0.807444394,1
mjr,0.130357527,0.47454619,0.395096283,2,2.264738756,1,-1.264738756,-1
mjs,0.991938036,0.007988694,7.33E-05,1,1.008135234,1,-0.008135234,0
mjt,0.996521342,0.003457056,2.16E-05,1,1.00350026,1,-0.00350026,0
mju,0.975829112,0.023788328,0.000382559,1,1.024553447,2,0.975446553,1
mjv,0.983689245,0.016100982,0.000209772,1,1.016520527,1,-0.016520527,0
mjw,0.999886697,0.000113112,1.91E-07,1,1.000113493,1,-0.000113493,0
mjx,0.983097523,0.016681067,0.000221411,1,1.017123888,1,-0.017123888,0
mjz,0.997865572,0.002123661,1.08E-05,1,1.002145196,1,-0.002145196,0
mka,0.687987567,0.282020849,0.029991584,1,1.342004017,1,-0.342004017,0
mkb,0.99205025,0.007877977,7.18E-05,1,1.008021523,1,-0.008021523,0
mkc,0.965295838,0.034032398,0.000671764,1,1.035375927,1,-0.035375927,0
mkd,0.999995586,4.41E-06,2.69E-09,1,1.000004416,1,-4.41637E-06,0
mke,0.994276933,0.005678708,4.44E-05,1,1.005767427,1,-0.005767427,0
mkf,0.985082352,0.014734351,0.000183297,1,1.015100945,1,-0.015100945,0
mkg,0.961866147,0.037354506,0.000779347,1,1.0389132,1,-0.0389132,0
mki,0.997996776,0.001993381,9.84E-06,1,1.002013067,1,-0.002013067,0
mkk,0.974327202,0.025252915,0.000419884,1,1.026092682,1,-0.026092682,0
mkl,0.989258537,0.010629402,0.00011206,1,1.010853523,1,-0.010853523,0
mkn,0.993144043,0.006798207,5.77E-05,1,1.006913706,1,-0.006913706,0
mko,0.959154561,0.039976516,0.000868923,1,1.041714362,1,-0.041714362,0
mkp,0.970773634,0.028712915,0.000513452,1,1.029739818,1,-0.029739818,0
mkr,0.961025658,0.038167654,0.000806688,1,1.03978103,1,-0.03978103,0
mks,0.992015024,0.007912735,7.22E-05,1,1.008057218,1,-0.008057218,0
mkt,0.550509617,0.384946902,0.064543481,1,1.514033864,2,0.485966136,1
mku,0.99923954,0.00075792,2.54E-06,1,1.000763,1,-0.000763,0
mkw,0.999605976,0.000392995,1.03E-06,1,1.000395052,1,-0.000395052,0
mkx,0.904487478,0.092027959,0.003484563,1,1.098997085,1,-0.098997085,0
mkz,0.99816233,0.001828956,8.71E-06,1,1.001846384,1,-0.001846384,0
mla,0.926993092,0.070782987,0.002223921,1,1.07523083,1,-0.07523083,0
mlb,0.719560979,0.256151396,0.024287626,1,1.304726647,1,-0.304726647,0
mlc,0.99744099,0.002545079,1.39E-05,1,1.002572941,1,-0.002572941,0
mle,0.986253591,0.013584345,0.000162064,1,1.013908473,1,-0.013908473,0
mlf,0.995122027,0.004842802,3.52E-05,1,1.004913144,1,-0.004913144,0
mlh,0.996665166,0.003314501,2.03E-05,1,1.003355166,1,-0.003355166,0
mli,0.945397673,0.053219002,0.001383325,1,1.055985652,1,-0.055985652,0
mlj,0.582069765,0.362903685,0.05502655,1,1.472956786,2,0.527043214,1
mlk,0.944211504,0.054356206,0.00143229,1,1.057220786,1,-0.057220786,0
mll,0.964559059,0.034746609,0.000694333,1,1.036135274,1,-0.036135274,0
mlm,0.99284394,0.007094567,6.15E-05,1,1.007217553,1,-0.007217553,0
mln,0.989935197,0.009963075,0.000101728,1,1.01016653,1,-0.01016653,0
mlo,0.988183055,0.011687747,0.000129198,1,1.011946142,1,-0.011946142,0
mlp,0.998707132,0.001287552,5.32E-06,1,1.001298184,1,-0.001298184,0
mlq,0.999965538,3.44E-05,3.92E-08,1,1.000034501,1,-3.45011E-05,0
mlr,0.981400362,0.018343576,0.000256062,1,1.0188557,1,-0.0188557,0
mls,0.994248713,0.005706608,4.47E-05,1,1.005795965,1,-0.005795965,0
mlu,0.995939664,0.004033355,2.70E-05,1,1.004087316,1,-0.004087316,0
mlw,0.983007647,0.016769154,0.000223198,1,1.017215551,1,-0.017215551,0
mlz,0.951089883,0.047751647,0.00115847,1,1.050068587,1,-0.050068587,0
mma,0.993732982,0.006216378,5.06E-05,1,1.006317658,1,-0.006317658,0
mmb,0.872867102,0.121442964,0.005689934,1,1.132822832,1,-0.132822832,0
mmc,0.958331515,0.040771592,0.000896893,1,1.042565378,1,-0.042565378,0
mmd,0.963401648,0.035867965,0.000730387,1,1.037328739,1,-0.037328739,0
mme,0.98444742,0.015357378,0.000195201,1,1.015747781,1,-0.015747781,0
mmf,0.951028074,0.047811105,0.001160821,1,1.050132747,1,-0.050132747,0
mmg,0.985594556,0.01423155,0.000173895,1,1.014579339,1,-0.014579339,0
mmh,0.597341389,0.351867899,0.050790711,1,1.453449322,1,-0.453449322,0
mmi,0.955445047,0.043557115,0.000997838,1,1.045552791,1,-0.045552791,0
mmj,0.961507305,0.037701721,0.000790973,1,1.039283668,1,-0.039283668,0
mmk,0.95620824,0.042821042,0.000970718,1,1.044762478,1,-0.044762478,0
mml,0.872301121,0.121964786,0.005734093,1,1.133432973,1,-0.133432973,0
mmm,0.895547047,0.1003966,0.004056353,1,1.108509306,1,-0.108509306,0
mmn,0.963519115,0.035754191,0.000726694,1,1.03720758,1,-0.03720758,0
mmo,0.988466879,0.01140853,0.000124591,1,1.011657712,1,-0.011657712,0
mmp,0.907590602,0.089113839,0.003295559,1,1.095704957,1,-0.095704957,0
mmq,0.958829005,0.040291052,0.000879943,1,1.042050939,1,-0.042050939,0
mmr,0.999451365,0.000547016,1.62E-06,1,1.000550254,1,-0.000550254,0
mmu,0.981183884,0.0185555,0.000260616,1,1.019076732,1,-0.019076732,0
mmv,0.205455435,0.509687129,0.284857436,2,2.079402001,3,0.920597999,1
mmx,0.982913567,0.016861357,0.000225076,1,1.017311509,1,-0.017311509,0
mmy,0.96571577,0.033625194,0.000659035,1,1.034943265,1,-0.034943265,0
mna,0.987578903,0.012281897,0.0001392,1,1.012560298,1,-0.012560298,0
mnb,0.999343152,0.000654773,2.07E-06,1,1.000658923,1,-0.000658923,0
mnc,0.509556545,0.411868184,0.078575271,1,1.569018726,2,0.430981274,1
mnd,0.148181165,0.487334293,0.364484542,2,2.216303378,2,-0.216303378,0
mne,0.99471712,0.005243395,3.95E-05,1,1.005322365,1,-0.005322365,0
mnf,0.99446354,0.00549419,4.23E-05,1,1.005578729,1,-0.005578729,0
mng,0.992761116,0.007176344,6.25E-05,1,1.007301425,1,-0.007301425,0
mnh,0.999172625,0.00082452,2.86E-06,1,1.00083023,1,-0.00083023,0
mni,0.999995043,4.95E-06,3.13E-09,1,1.00000496,1,-4.96033E-06,0
mnj,0.967782643,0.031619547,0.000597809,1,1.032815166,1,-0.032815166,0
mnk,0.999995689,4.31E-06,2.61E-09,1,1.000004314,1,-4.31396E-06,0
mnl,0.952947494,0.045963768,0.001088738,1,1.048141244,1,-0.048141244,0
mnm,0.862912036,0.130596908,0.006491057,1,1.143579021,1,-0.143579021,0
mnn,0.988651493,0.01122688,0.000121627,1,1.011470134,1,-0.011470134,0
mnq,0.660994969,0.303541435,0.035463596,1,1.374468627,1,-0.374468627,0
mnr,0.258438295,0.512698452,0.228863253,2,1.970424957,2,0.029575043,0
mns,0.800742413,0.186550202,0.012707386,1,1.211964973,1,-0.211964973,0
mnu,0.767211419,0.215804834,0.016983747,1,1.249772328,1,-0.249772328,0
mnv,0.947576233,0.051128483,0.001295284,1,1.053719051,1,-0.053719051,0
mnw,0.999396685,0.00060147,1.85E-06,1,1.00060516,1,-0.00060516,0
mnx,0.963077209,0.036182166,0.000740625,1,1.037663416,1,-0.037663416,0
mny,0.984046346,0.015750792,0.000202861,1,1.016156515,1,-0.016156515,0
mnz,0.996198549,0.003776912,2.45E-05,1,1.00382599,1,-0.00382599,0
moa,0.992154088,0.007775514,7.04E-05,1,1.007916309,1,-0.007916309,0
moc,0.830891102,0.15968318,0.009425718,1,1.178534616,1,-0.178534616,0
moe,0.962288435,0.03694581,0.000765754,1,1.038477319,1,-0.038477319,0
mog,0.999511621,0.000486999,1.38E-06,1,1.000489759,1,-0.000489759,0
moh,0.874442481,0.119989623,0.005567896,1,1.131125415,1,-0.131125415,0
moi,0.975161713,0.024439308,0.00039898,1,1.025237267,1,-0.025237267,0
moj,0.99282051,0.007117701,6.18E-05,1,1.007241279,1,-0.007241279,0
mok,0.607152287,0.344658233,0.04818948,1,1.441037192,2,0.558962808,1
mom,0.538818202,0.392835366,0.068346432,1,1.52952823,3,1.47047177,2
moo,0.97794759,0.021720202,0.000332208,1,1.022384619,1,-0.022384619,0
mop,0.992754848,0.007182533,6.26E-05,1,1.007307772,1,-0.007307772,0
moq,0.496213467,0.420188807,0.083597726,1,1.587384259,2,0.412615741,1
mor,0.989313412,0.010575378,0.000111209,1,1.010797797,1,-0.010797797,0
mos,0.99999999,9.59E-09,1.19E-12,1,1.00000001,1,-9.58817E-09,0
mot,0.916037467,0.081156834,0.002805699,1,1.086768233,1,-0.086768233,0
mou,0.941499138,0.05695389,0.001546972,1,1.060047834,1,-0.060047834,0
mov,0.261891383,0.512455154,0.225653462,2,1.963762079,2,0.036237921,0
mow,0.862825968,0.130675822,0.00649821,1,1.143672241,1,-0.143672241,0
mox,0.995469664,0.004498735,3.16E-05,1,1.004561938,1,-0.004561938,0
moy,0.99874817,0.001246748,5.08E-06,1,1.001256911,1,-0.001256911,0
moz,0.953899922,0.045046391,0.001053686,1,1.047153764,1,-0.047153764,0
mpa,0.995698418,0.004272259,2.93E-05,1,1.004330904,1,-0.004330904,0
mpb,0.256757915,0.512799541,0.230442544,2,1.97368463,2,0.02631537,0
mpc,0.440246453,0.452343286,0.10741026,2,1.667163807,2,0.332836193,0
mpd,0.674819654,0.292590553,0.032589793,1,1.357770138,1,-0.357770138,0
mpe,0.997601055,0.002386237,1.27E-05,1,1.002411654,1,-0.002411654,0
mpg,0.998250213,0.001741655,8.13E-06,1,1.001757919,1,-0.001757919,0
mph,0.737752458,0.240926301,0.021321241,1,1.283568783,1,-0.283568783,0
mpi,0.987516522,0.01234323,0.000140248,1,1.012623726,1,-0.012623726,0
mpj,0.54189325,0.390775724,0.067331026,1,1.525437776,1,-0.525437776,0
mpk,0.914030303,0.083050855,0.002918843,1,1.08888854,2,0.91111146,1
mpl,0.977153443,0.022495792,0.000350765,1,1.023197322,1,-0.023197322,0
